date,feature,mean_ic,std_ic,ir
2026-05-20,dow,0.0486,0.0166,2.9228
2026-05-20,news_shock,-0.0229,0.1612,-0.1419
2026-05-20,mom_1,-0.0024,0.0908,-0.0259
2026-05-20,mom_rsi_cross,0.0126,0.0901,0.1396
2026-05-20,log_ret,0.0122,0.0923,0.1321
2026-05-20,ma_spread,-0.1326,0.1711,-0.7745
2026-05-20,bear_rsi_slope,0.0518,0.1384,0.3744
2026-05-20,mtf_alignment,0.0083,0.1568,0.0528
2026-05-20,idx_vwap_rsi,0.066,0.1658,0.3981
2026-05-20,flow_foreign_streak,0.0768,0.1122,0.6848
2026-05-20,flow_inst_net_20d,-0.0435,0.1917,-0.2267
2026-05-20,flow_foreign_net_20d,-0.0435,0.1917,-0.2267
2026-05-20,bear_bb_breach,0.0028,0.1355,0.0208
2026-05-20,flow_foreign_ratio,-0.1248,0.1498,-0.8327
2026-05-20,rstd_7,-0.1137,0.1384,-0.8215
2026-05-20,macd_hist,-0.0227,0.2093,-0.1086
2026-05-21,earn_earnings_surprise,-0.1197,0.2376,-0.5037
2026-05-21,earn_earnings_momentum,0.0405,0.2635,0.1536
2026-05-21,news_consensus,-0.1608,0.2113,-0.7611
2026-05-21,atr_14,-0.0351,0.1899,-0.1847
2026-05-21,flow_foreign_net_buy,0.0269,0.1221,0.2206
2026-05-21,news_momentum_3d,0.1164,0.1894,0.6144
2026-05-21,bear_down_mom_5d,-0.0266,0.1722,-0.1542
2026-05-21,trend_adx_14,-0.0417,0.2046,-0.2036
2026-05-21,flow_inst_foreign_sum,0.0065,0.1247,0.0518
2026-05-21,macd_hist,-0.0996,0.1531,-0.6508
2026-05-21,realized_vol_5,-0.0118,0.1698,-0.0696
2026-05-21,news_sentiment_mean,0.1002,0.1816,0.5521
2026-05-21,rstd_30,-0.1043,0.1904,-0.5476
2026-05-21,alt_fear_flag,0.029,0.1571,0.1847
2026-05-21,atr_7,-0.019,0.1597,-0.1187
2026-05-21,mtf_weekly_mom,-0.0915,0.1755,-0.5214
2026-05-21,news_volume_surge,-0.0326,0.1747,-0.1867
2026-05-21,opt_pcr_open_interest,-0.0703,0.17,-0.4137
2026-05-21,alt_pc_ratio_proxy,-0.0278,0.1869,-0.149
2026-05-21,flow_flow_momentum_5d,-0.0207,0.1697,-0.1223
2026-05-21,opt_iv_zscore,-0.0078,0.1843,-0.0425
2026-05-21,opt_pcr_chg_5d,-0.0159,0.1298,-0.1229
2026-05-21,mom_7,-0.0719,0.1423,-0.5056
2026-05-21,price_ma_ratio_7,-0.0495,0.1503,-0.3296
2026-05-21,rsi_14,-0.0991,0.1595,-0.6211
2026-05-21,opt_pcr_volume,-0.0777,0.1835,-0.4236
2026-05-21,vol_trend,-0.0152,0.1798,-0.0844
2026-05-21,price_ma_ratio_14,-0.0829,0.1514,-0.5478
2026-05-21,roc_7,-0.0481,0.1515,-0.3177
2026-05-21,bear_consec_down,-0.0043,0.1114,-0.0386
2026-05-21,month,-0.0131,0.1957,-0.067
2026-05-21,mtf_cross_signal,-0.0363,0.1851,-0.1959
2026-05-21,earn_revenue_yoy,-0.0628,0.2546,-0.2469
2026-05-21,zscore_30,-0.0944,0.1762,-0.5355
2026-05-21,bb_pctb,-0.0721,0.1579,-0.4567
2026-05-21,bear_rsi_below50,0.0761,0.1508,0.5048
2026-05-21,trend_alignment,-0.0733,0.1633,-0.4486
2026-05-21,mtf_3w_position,-0.0491,0.1609,-0.305
2026-05-21,zscore_14,-0.0337,0.1556,-0.2168
2026-05-21,opt_iv_chg_5d,-0.0545,0.1577,-0.3454
2026-05-21,news_sentiment_std,-0.0155,0.2098,-0.0741
2026-05-21,flow_inst_net_buy,-0.0111,0.1311,-0.0844
2026-05-21,trend_breakout_20d,-0.0341,0.1366,-0.2496
2026-05-21,log_ret_kurt_20,0.0267,0.2123,0.1256
2026-05-21,alt_pc_ratio_5d_avg,-0.0735,0.181,-0.4062
2026-05-21,flow_supply_demand_score,0.0043,0.1928,0.0224
2026-05-21,flow_flow_momentum,0.006,0.2004,0.0299
2026-05-21,flow_fi_ratio,-0.0017,0.1779,-0.0097
2026-05-21,log_ret_skew_20,-0.0601,0.188,-0.3195
2026-05-21,opt_pcr_extreme,0.0138,0.1198,0.1151
2026-05-21,flow_foreign_net_5d,-0.0058,0.1866,-0.031
2026-05-21,flow_inst_net_5d,-0.0058,0.1866,-0.031
2026-05-21,flow_foreign_accel,0.0542,0.1799,0.3013
2026-05-21,dow,0.0605,0.0175,3.4562
2026-05-21,news_shock,-0.023,0.1613,-0.1425
2026-05-21,mom_1,-0.0066,0.0916,-0.072
2026-05-21,mom_rsi_cross,0.0089,0.0897,0.0996
2026-05-21,log_ret,0.0045,0.0897,0.0499
2026-05-21,bear_rsi_slope,0.0528,0.1409,0.3748
2026-05-21,mtf_alignment,0.0101,0.1567,0.0643
2026-05-21,idx_vwap_rsi,0.0635,0.1674,0.3794
2026-05-21,flow_inst_net_20d,-0.0468,0.1934,-0.2422
2026-05-21,flow_foreign_net_20d,-0.0468,0.1934,-0.2422
2026-05-21,bear_bb_breach,0.01,0.1331,0.0754
2026-05-21,flow_foreign_streak,0.0809,0.1161,0.6971
2026-05-21,lag_1,0.2184,0.1518,1.4393
2026-05-21,lag_2,0.2081,0.1518,1.3714
2026-05-21,lag_3,0.196,0.1515,1.2934
2026-05-21,lag_4,0.1945,0.1499,1.2969
2026-05-21,lag_5,0.1893,0.152,1.2457
2026-05-21,rmean_3,0.2243,0.1543,1.4534
2026-05-21,rmean_7,0.2145,0.157,1.3662
2026-05-21,rmean_14,0.2009,0.1568,1.2812
2026-05-21,rstd_14,-0.0764,0.1657,-0.4611
2026-05-21,rmean_30,0.1513,0.1514,0.9993
2026-05-21,ema_30,0.1874,0.1566,1.1971
2026-05-21,price_ma_ratio_30,0.1012,0.1564,0.6471
2026-05-21,trend_golden_cross,0.1101,0.1369,0.804
2026-05-21,trend_dist_high_52w,0.1072,0.1591,0.6739
2026-05-21,trend_price_position,0.0956,0.1545,0.6187
2026-05-21,mtf_vs_ma100,0.1392,0.1439,0.9673
2026-05-21,mtf_weekly_rsi,0.1016,0.1605,0.6331
2026-05-21,rsi_x_vol,0.0948,0.1567,0.6051
2026-05-21,ma_spread,0.1067,0.1604,0.6653
2026-05-21,bb_x_vol,0.094,0.1502,0.6258
2026-05-21,bear_downside_vol_ratio,0.1032,0.1569,0.6577
2026-05-21,alt_pc_ratio_zscore,0.113,0.143,0.79
2026-05-21,alt_greed_flag,0.08,0.1118,0.7154
2026-05-21,opt_iv_skew,0.0992,0.1543,0.6425
2026-05-21,opt_avg_iv,0.0855,0.1505,0.5682
2026-05-21,news_count,-0.1475,0.2087,-0.7068
2026-05-21,flow_foreign_ratio,-0.0684,0.155,-0.4414
2026-05-21,flow_short_proxy_score,-0.0577,0.1102,-0.5237
2026-05-21,id_vwap_ratio,-0.0388,0.1702,-0.2278
2026-05-21,id_vol_am_pm,-0.0308,0.181,-0.17
2026-05-21,id_vol_climax,-0.0357,0.1683,-0.2123
2026-05-21,id_opening_mom,-0.0021,0.1574,-0.0136
2026-05-21,idx_climax_trend,-0.046,0.1717,-0.2681
2026-05-21,idx_intraday_reversal,0.0078,0.1555,0.0502
2026-05-21,rstd_7,0.087,0.1313,0.6627
2026-05-21,id_closing_mom,-0.0243,0.149,-0.1628
2026-05-22,rstd_14,-0.0767,0.1658,-0.4625
2026-05-22,flow_foreign_ratio,-0.0657,0.1562,-0.4205
2026-05-22,flow_short_proxy_score,-0.0575,0.1105,-0.5205
2026-05-22,id_vwap_ratio,-0.0404,0.1732,-0.2333
2026-05-22,id_vol_am_pm,-0.0329,0.1825,-0.1804
2026-05-22,id_vol_climax,-0.0374,0.1713,-0.2184
2026-05-22,id_opening_mom,-0.0014,0.1626,-0.0088
2026-05-22,idx_climax_trend,-0.048,0.1747,-0.2748
2026-05-22,idx_intraday_reversal,0.0071,0.1609,0.0438
2026-05-22,id_closing_mom,-0.0259,0.1478,-0.1754
2026-05-22,earn_earnings_surprise,-0.1194,0.2378,-0.5023
2026-05-22,earn_earnings_momentum,0.0407,0.2635,0.1544
2026-05-22,news_count,0.1811,0.225,0.8051
2026-05-22,news_consensus,-0.1612,0.2094,-0.77
2026-05-22,atr_14,-0.0346,0.1898,-0.1823
2026-05-22,alt_pc_ratio_zscore,0.1352,0.1575,0.8585
2026-05-22,flow_foreign_net_buy,0.0257,0.1223,0.2105
2026-05-22,news_momentum_3d,0.1184,0.1877,0.631
2026-05-22,bear_down_mom_5d,-0.0261,0.1722,-0.1518
2026-05-22,rmean_30,-0.1738,0.1491,-1.1654
2026-05-22,trend_adx_14,-0.0421,0.2052,-0.2053
2026-05-22,flow_inst_foreign_sum,0.0121,0.124,0.0977
2026-05-22,ema_30,-0.2063,0.1539,-1.3401
2026-05-22,lag_5,-0.2196,0.1429,-1.5371
2026-05-22,macd_hist,-0.0993,0.1532,-0.6484
2026-05-22,realized_vol_5,-0.0112,0.1701,-0.0661
2026-05-22,news_sentiment_mean,0.1031,0.1818,0.5674
2026-05-22,rsi_x_vol,-0.1264,0.1572,-0.8038
2026-05-22,lag_4,-0.2191,0.1417,-1.5457
2026-05-22,rstd_30,-0.1045,0.1899,-0.5505
2026-05-22,rstd_7,-0.1064,0.1507,-0.7061
2026-05-22,rmean_14,-0.2229,0.1508,-1.4777
2026-05-22,atr_7,-0.0184,0.1603,-0.1148
2026-05-22,rmean_7,-0.2362,0.1472,-1.6047
2026-05-22,lag_3,-0.2198,0.144,-1.5259
2026-05-22,alt_fear_flag,0.021,0.1585,0.1328
2026-05-22,mtf_weekly_mom,-0.0917,0.1755,-0.5226
2026-05-22,news_volume_surge,-0.0302,0.1761,-0.1715
2026-05-22,opt_pcr_open_interest,-0.0701,0.1702,-0.412
2026-05-22,trend_price_position,-0.1164,0.1713,-0.6797
2026-05-22,lag_2,-0.2288,0.1431,-1.599
2026-05-22,rmean_3,-0.2426,0.1465,-1.6563
2026-05-22,price_ma_ratio_30,-0.1358,0.1627,-0.8342
2026-05-22,flow_flow_momentum_5d,-0.0209,0.171,-0.1219
2026-05-22,lag_1,-0.2371,0.144,-1.6461
2026-05-22,opt_iv_skew,-0.1301,0.1671,-0.7789
2026-05-22,trend_dist_high_52w,-0.1269,0.1742,-0.7284
2026-05-22,opt_iv_zscore,-0.0084,0.1854,-0.0451
2026-05-22,opt_pcr_chg_5d,-0.0153,0.1296,-0.1181
2026-05-22,mom_7,-0.0714,0.1422,-0.502
2026-05-22,price_ma_ratio_7,-0.0495,0.1506,-0.3289
2026-05-22,rsi_14,-0.0986,0.159,-0.6204
2026-05-22,opt_pcr_volume,-0.0759,0.1841,-0.4125
2026-05-22,vol_trend,-0.0142,0.1806,-0.0786
2026-05-22,alt_pc_ratio_5d_avg,-0.1028,0.1742,-0.5897
2026-05-22,price_ma_ratio_14,-0.0829,0.1513,-0.5479
2026-05-22,roc_7,-0.0477,0.1509,-0.3161
2026-05-22,bear_consec_down,-0.0033,0.1124,-0.0293
2026-05-22,month,-0.014,0.1956,-0.0715
2026-05-22,mtf_cross_signal,-0.0346,0.1841,-0.1878
2026-05-22,earn_revenue_yoy,-0.0633,0.2547,-0.2487
2026-05-22,zscore_30,-0.0943,0.1755,-0.5373
2026-05-22,mtf_weekly_rsi,-0.1231,0.178,-0.6914
2026-05-22,bb_pctb,-0.0714,0.1588,-0.4499
2026-05-22,bear_rsi_below50,0.0766,0.151,0.5074
2026-05-22,trend_alignment,-0.0743,0.1633,-0.4549
2026-05-22,mtf_3w_position,-0.0488,0.1614,-0.3025
2026-05-22,zscore_14,-0.0322,0.1559,-0.2066
2026-05-22,opt_iv_chg_5d,-0.0531,0.1567,-0.3389
2026-05-22,news_sentiment_std,-0.0142,0.207,-0.0685
2026-05-22,bb_x_vol,-0.1184,0.1494,-0.7928
2026-05-22,flow_inst_net_buy,-0.0103,0.1317,-0.0786
2026-05-22,trend_breakout_20d,-0.0332,0.1366,-0.2434
2026-05-22,log_ret_kurt_20,0.0252,0.2124,0.1189
2026-05-22,alt_greed_flag,-0.1098,0.1155,-0.9501
2026-05-22,alt_pc_ratio_proxy,-0.0512,0.1879,-0.2723
2026-05-22,mtf_vs_ma100,-0.1707,0.144,-1.1853
2026-05-22,flow_supply_demand_score,0.0043,0.1923,0.0223
2026-05-22,flow_flow_momentum,0.0059,0.1997,0.0296
2026-05-22,flow_fi_ratio,-0.0016,0.1774,-0.0088
2026-05-22,log_ret_skew_20,-0.0592,0.1872,-0.3165
2026-05-22,opt_pcr_extreme,0.0133,0.1201,0.1109
2026-05-22,flow_foreign_net_5d,-0.0058,0.1862,-0.0312
2026-05-22,flow_inst_net_5d,-0.0058,0.1862,-0.0312
2026-05-22,flow_foreign_accel,0.0538,0.1796,0.2997
2026-05-22,bear_downside_vol_ratio,0.1263,0.1728,0.7306
2026-05-22,dow,0.0597,0.0173,3.4507
2026-05-22,news_shock,-0.0203,0.1635,-0.1242
2026-05-22,mom_1,-0.0046,0.0902,-0.0514
2026-05-22,mom_rsi_cross,0.0069,0.0889,0.0774
2026-05-22,log_ret,0.0056,0.089,0.0628
2026-05-22,ma_spread,-0.1308,0.1729,-0.7567
2026-05-22,bear_rsi_slope,0.0538,0.1417,0.3795
2026-05-22,mtf_alignment,0.0128,0.1569,0.0815
2026-05-22,idx_vwap_rsi,0.0632,0.1683,0.3756
2026-05-22,trend_golden_cross,-0.1436,0.1503,-0.9559
2026-05-22,flow_inst_net_20d,-0.0468,0.1934,-0.242
2026-05-22,flow_foreign_net_20d,-0.0466,0.195,-0.2391
2026-05-22,bear_bb_breach,0.0098,0.134,0.073
2026-05-22,flow_foreign_streak,0.0789,0.1147,0.6876
2026-05-22,opt_avg_iv,-0.1257,0.1658,-0.7581
2026-05-25,lag_1,0.22,0.1507,1.4606
2026-05-25,lag_2,0.209,0.1508,1.3857
2026-05-25,lag_3,0.1971,0.1508,1.3076
2026-05-25,lag_4,0.1959,0.1491,1.314
2026-05-25,lag_5,0.1908,0.151,1.263
2026-05-25,rmean_3,0.2259,0.1531,1.4755
2026-05-25,rmean_7,0.2161,0.1557,1.3881
2026-05-25,rmean_14,0.2024,0.1552,1.3041
2026-05-25,rstd_14,-0.0794,0.1643,-0.4829
2026-05-25,rmean_30,0.1536,0.1499,1.0241
2026-05-25,ema_30,0.1893,0.1551,1.2199
2026-05-25,price_ma_ratio_30,0.1015,0.1555,0.6526
2026-05-25,trend_golden_cross,0.1,0.133,0.752
2026-05-25,trend_dist_high_52w,0.1094,0.1567,0.698
2026-05-25,trend_price_position,0.0981,0.1524,0.6439
2026-05-25,mtf_vs_ma100,0.141,0.1424,0.9903
2026-05-25,mtf_weekly_rsi,0.1014,0.16,0.6333
2026-05-25,rsi_x_vol,0.0983,0.1533,0.6414
2026-05-25,ma_spread,0.1069,0.1591,0.6721
2026-05-25,bb_x_vol,0.096,0.147,0.6532
2026-05-25,bear_downside_vol_ratio,0.1049,0.1551,0.676
2026-05-25,alt_pc_ratio_zscore,0.1149,0.1433,0.8022
2026-05-25,alt_greed_flag,0.0791,0.1112,0.7112
2026-05-25,opt_iv_skew,0.098,0.1508,0.6496
2026-05-25,opt_avg_iv,0.0848,0.1487,0.5698
2026-05-25,news_count,-0.1381,0.1958,-0.7053
2026-05-25,flow_foreign_ratio,-0.0607,0.1551,-0.3915
2026-05-25,flow_short_proxy_score,-0.0544,0.1111,-0.4896
2026-05-25,id_vwap_ratio,-0.0222,0.1909,-0.1164
2026-05-25,id_vol_am_pm,-0.0173,0.197,-0.0878
2026-05-25,id_vol_climax,-0.0196,0.1901,-0.1029
2026-05-25,id_opening_mom,-0.009,0.1736,-0.0516
2026-05-25,idx_climax_trend,-0.0279,0.1984,-0.1407
2026-05-25,idx_intraday_reversal,0.0138,0.172,0.0804
2026-05-25,rstd_7,0.088,0.1316,0.6687
2026-05-25,id_closing_mom,-0.027,0.1486,-0.1819
