날짜,Utilities,Open,High,Low,Close,Volume,거래대금,상장시가총액,open,high,low,close,volume
2012-11-05,4186.13,,,,,,,,,,,,
2012-11-06,4238.03,,,,,,,,,,,,
2012-11-07,4244.65,,,,,,,,,,,,
2012-11-08,4183.71,,,,,,,,,,,,
2012-11-09,4165.84,,,,,,,,,,,,
2012-11-12,4125.16,,,,,,,,,,,,
2012-11-13,4062.14,,,,,,,,,,,,
2012-11-14,4027.91,,,,,,,,,,,,
2012-11-15,3995.07,,,,,,,,,,,,
2012-11-16,3981.24,,,,,,,,,,,,
2012-11-19,4020.11,,,,,,,,,,,,
2012-11-20,4050.2,,,,,,,,,,,,
2012-11-21,4015.58,,,,,,,,,,,,
2012-11-22,4011.94,,,,,,,,,,,,
2012-11-23,4045.33,,,,,,,,,,,,
2012-11-26,4060.68,,,,,,,,,,,,
2012-11-27,4120.41,,,,,,,,,,,,
2012-11-28,4097.96,,,,,,,,,,,,
2012-11-29,4165.49,,,,,,,,,,,,
2012-11-30,4157.18,,,,,,,,,,,,
2012-12-03,4151.18,,,,,,,,,,,,
2012-12-04,4133.11,,,,,,,,,,,,
2012-12-05,4165.23,,,,,,,,,,,,
2012-12-06,4183.67,,,,,,,,,,,,
2012-12-07,4211.12,,,,,,,,,,,,
2012-12-10,4198.66,,,,,,,,,,,,
2012-12-11,4257.54,,,,,,,,,,,,
2012-12-12,4291.55,,,,,,,,,,,,
2012-12-13,4324.79,,,,,,,,,,,,
2012-12-14,4330.82,,,,,,,,,,,,
2012-12-17,4299.88,,,,,,,,,,,,
2012-12-18,4360.29,,,,,,,,,,,,
2012-12-20,4381.92,,,,,,,,,,,,
2012-12-21,4345.0,,,,,,,,,,,,
2012-12-24,4339.22,,,,,,,,,,,,
2012-12-26,4336.55,,,,,,,,,,,,
2012-12-27,4329.66,,,,,,,,,,,,
2012-12-28,4340.66,,,,,,,,,,,,
2013-01-02,4414.29,,,,,,,,,,,,
2013-01-03,4414.9,,,,,,,,,,,,
2013-01-04,4384.74,,,,,,,,,,,,
2013-01-07,4364.65,,,,,,,,,,,,
2013-01-08,4358.67,,,,,,,,,,,,
2013-01-09,4339.15,,,,,,,,,,,,
2013-01-10,4365.65,,,,,,,,,,,,
2013-01-11,4319.14,,,,,,,,,,,,
2013-01-14,4277.0,,,,,,,,,,,,
2013-01-15,4253.29,,,,,,,,,,,,
2013-01-16,4218.4,,,,,,,,,,,,
2013-01-17,4225.01,,,,,,,,,,,,
2013-01-18,4246.71,,,,,,,,,,,,
2013-01-21,4231.54,,,,,,,,,,,,
2013-01-22,4199.82,,,,,,,,,,,,
2013-01-23,4144.44,,,,,,,,,,,,
2013-01-24,4129.66,,,,,,,,,,,,
2013-01-25,4103.65,,,,,,,,,,,,
2013-01-28,4091.51,,,,,,,,,,,,
2013-01-29,4125.7,,,,,,,,,,,,
2013-01-30,4114.24,,,,,,,,,,,,
2013-01-31,4111.31,,,,,,,,,,,,
2013-02-01,4065.09,,,,,,,,,,,,
2013-02-04,4042.47,,,,,,,,,,,,
2013-02-05,4001.91,,,,,,,,,,,,
2013-02-06,3963.67,,,,,,,,,,,,
2013-02-07,3969.12,,,,,,,,,,,,
2013-02-08,3987.73,,,,,,,,,,,,
2013-02-12,3988.13,,,,,,,,,,,,
2013-02-13,4066.09,,,,,,,,,,,,
2013-02-14,4084.97,,,,,,,,,,,,
2013-02-15,4097.46,,,,,,,,,,,,
2013-02-18,4105.37,,,,,,,,,,,,
2013-02-19,4108.76,,,,,,,,,,,,
2013-02-20,4163.94,,,,,,,,,,,,
2013-02-21,4124.1,,,,,,,,,,,,
2013-02-22,4136.93,,,,,,,,,,,,
2013-02-25,4117.61,,,,,,,,,,,,
2013-02-26,4097.04,,,,,,,,,,,,
2013-02-27,4086.96,,,,,,,,,,,,
2013-02-28,4121.13,,,,,,,,,,,,
2013-03-04,4043.46,,,,,,,,,,,,
2013-03-05,4044.93,,,,,,,,,,,,
2013-03-06,4047.75,,,,,,,,,,,,
2013-03-07,4027.62,,,,,,,,,,,,
2013-03-08,4057.56,,,,,,,,,,,,
2013-03-11,4046.29,,,,,,,,,,,,
2013-03-12,4039.09,,,,,,,,,,,,
2013-03-13,4025.51,,,,,,,,,,,,
2013-03-14,4036.61,,,,,,,,,,,,
2013-03-15,4004.6,,,,,,,,,,,,
2013-03-18,3966.25,,,,,,,,,,,,
2013-03-19,3966.54,,,,,,,,,,,,
2013-03-20,3922.27,,,,,,,,,,,,
2013-03-21,3943.1,,,,,,,,,,,,
2013-03-22,3926.94,,,,,,,,,,,,
2013-03-25,3949.57,,,,,,,,,,,,
2013-03-26,3938.87,,,,,,,,,,,,
2013-03-27,3946.05,,,,,,,,,,,,
2013-03-28,3927.59,,,,,,,,,,,,
2013-03-29,3953.8,,,,,,,,,,,,
2013-04-01,3933.89,,,,,,,,,,,,
2013-04-02,3874.35,,,,,,,,,,,,
2013-04-03,3851.54,,,,,,,,,,,,
2013-04-04,3803.37,,,,,,,,,,,,
2013-04-05,3734.23,,,,,,,,,,,,
2013-04-08,3715.89,,,,,,,,,,,,
2013-04-09,3728.52,,,,,,,,,,,,
2013-04-10,3782.7,,,,,,,,,,,,
2013-04-11,3793.66,,,,,,,,,,,,
2013-04-12,3709.6,,,,,,,,,,,,
2013-04-15,3698.84,,,,,,,,,,,,
2013-04-16,3680.52,,,,,,,,,,,,
2013-04-17,3688.53,,,,,,,,,,,,
2013-04-18,3676.94,,,,,,,,,,,,
2013-04-19,3703.37,,,,,,,,,,,,
2013-04-22,3736.15,,,,,,,,,,,,
2013-04-23,3726.83,,,,,,,,,,,,
2013-04-24,3772.32,,,,,,,,,,,,
2013-04-25,3818.16,,,,,,,,,,,,
2013-04-26,3815.96,,,,,,,,,,,,
2013-04-29,3780.87,,,,,,,,,,,,
2013-04-30,3827.05,,,,,,,,,,,,
2013-05-02,3799.48,,,,,,,,,,,,
2013-05-03,3808.99,,,,,,,,,,,,
2013-05-06,3858.04,,,,,,,,,,,,
2013-05-07,3851.43,,,,,,,,,,,,
2013-05-08,3848.12,,,,,,,,,,,,
2013-05-09,3909.74,,,,,,,,,,,,
2013-05-10,3853.89,,,,,,,,,,,,
2013-05-13,3860.11,,,,,,,,,,,,
2013-05-14,3916.25,,,,,,,,,,,,
2013-05-15,3916.75,,,,,,,,,,,,
2013-05-16,3952.1,,,,,,,,,,,,
2013-05-20,3953.26,,,,,,,,,,,,
2013-05-21,3960.58,,,,,,,,,,,,
2013-05-22,3958.45,,,,,,,,,,,,
2013-05-23,3895.94,,,,,,,,,,,,
2013-05-24,3860.55,,,,,,,,,,,,
2013-05-27,3858.56,,,,,,,,,,,,
2013-05-28,3888.07,,,,,,,,,,,,
2013-05-29,3895.49,,,,,,,,,,,,
2013-05-30,3884.88,,,,,,,,,,,,
2013-05-31,3903.65,,,,,,,,,,,,
2013-06-03,3884.63,,,,,,,,,,,,
2013-06-04,3864.96,,,,,,,,,,,,
2013-06-05,3804.03,,,,,,,,,,,,
2013-06-07,3784.88,,,,,,,,,,,,
2013-06-10,3800.31,,,,,,,,,,,,
2013-06-11,3764.52,,,,,,,,,,,,
2013-06-12,3750.64,,,,,,,,,,,,
2013-06-13,3711.12,,,,,,,,,,,,
2013-06-14,3725.1,,,,,,,,,,,,
2013-06-17,3699.03,,,,,,,,,,,,
2013-06-18,3690.77,,,,,,,,,,,,
2013-06-19,3639.13,,,,,,,,,,,,
2013-06-20,3536.31,,,,,,,,,,,,
2013-06-21,3469.92,,,,,,,,,,,,
2013-06-24,3428.3,,,,,,,,,,,,
2013-06-25,3404.16,,,,,,,,,,,,
2013-06-26,3424.1,,,,,,,,,,,,
2013-06-27,3512.91,,,,,,,,,,,,
2013-06-28,3590.39,,,,,,,,,,,,
2013-07-01,3602.83,,,,,,,,,,,,
2013-07-02,3601.64,,,,,,,,,,,,
2013-07-03,3556.04,,,,,,,,,,,,
2013-07-04,3584.65,,,,,,,,,,,,
2013-07-05,3604.62,,,,,,,,,,,,
2013-07-08,3585.25,,,,,,,,,,,,
2013-07-09,3608.57,,,,,,,,,,,,
2013-07-10,3606.01,,,,,,,,,,,,
2013-07-11,3708.36,,,,,,,,,,,,
2013-07-12,3697.1,,,,,,,,,,,,
2013-07-15,3723.67,,,,,,,,,,,,
2013-07-16,3727.19,,,,,,,,,,,,
2013-07-17,3753.4,,,,,,,,,,,,
2013-07-18,3733.49,,,,,,,,,,,,
2013-07-19,3770.18,,,,,,,,,,,,
2013-07-22,3823.87,,,,,,,,,,,,
2013-07-23,3852.14,,,,,,,,,,,,
2013-07-24,3884.35,,,,,,,,,,,,
2013-07-25,3881.2,,,,,,,,,,,,
2013-07-26,3913.13,,,,,,,,,,,,
2013-07-29,3885.67,,,,,,,,,,,,
2013-07-30,3924.1,,,,,,,,,,,,
2013-07-31,3911.13,,,,,,,,,,,,
2013-08-01,3942.97,,,,,,,,,,,,
2013-08-02,3948.26,,,,,,,,,,,,
2013-08-05,3951.49,,,,,,,,,,,,
2013-08-06,3922.52,,,,,,,,,,,,
2013-08-07,3890.67,,,,,,,,,,,,
2013-08-08,3904.42,,,,,,,,,,,,
2013-08-09,3885.35,,,,,,,,,,,,
2013-08-12,3919.61,,,,,,,,,,,,
2013-08-13,3939.93,,,,,,,,,,,,
2013-08-14,3978.95,,,,,,,,,,,,
2013-08-16,3965.18,,,,,,,,,,,,
2013-08-19,3976.28,,,,,,,,,,,,
2013-08-20,3881.33,,,,,,,,,,,,
2013-08-21,3814.66,,,,,,,,,,,,
2013-08-22,3773.98,,,,,,,,,,,,
2013-08-23,3803.63,,,,,,,,,,,,
2013-08-26,3863.01,,,,,,,,,,,,
2013-08-27,3821.68,,,,,,,,,,,,
2013-08-28,3816.54,,,,,,,,,,,,
2013-08-29,3857.48,,,,,,,,,,,,
2013-08-30,3854.14,,,,,,,,,,,,
2013-09-02,3883.96,,,,,,,,,,,,
2013-09-03,3941.06,,,,,,,,,,,,
2013-09-04,3945.48,,,,,,,,,,,,
2013-09-05,3990.28,,,,,,,,,,,,
2013-09-06,4004.34,,,,,,,,,,,,
2013-09-09,4048.5,,,,,,,,,,,,
2013-09-10,4079.36,,,,,,,,,,,,
2013-09-11,4114.27,,,,,,,,,,,,
2013-09-12,4125.06,,,,,,,,,,,,
2013-09-13,4087.36,,,,,,,,,,,,
2013-09-16,4110.88,,,,,,,,,,,,
2013-09-17,4124.34,,,,,,,,,,,,
2013-09-23,4151.26,,,,,,,,,,,,
2013-09-24,4129.41,,,,,,,,,,,,
2013-09-25,4117.79,,,,,,,,,,,,
2013-09-26,4141.47,,,,,,,,,,,,
2013-09-27,4166.46,,,,,,,,,,,,
2013-09-30,4124.16,,,,,,,,,,,,
2013-10-01,4114.33,,,,,,,,,,,,
2013-10-02,4095.46,,,,,,,,,,,,
2013-10-04,4060.56,,,,,,,,,,,,
2013-10-07,4030.16,,,,,,,,,,,,
2013-10-08,4089.43,,,,,,,,,,,,
2013-10-10,4067.69,,,,,,,,,,,,
2013-10-11,4129.6,,,,,,,,,,,,
2013-10-14,4158.7,,,,,,,,,,,,
2013-10-15,4188.96,,,,,,,,,,,,
2013-10-16,4179.37,,,,,,,,,,,,
2013-10-17,4210.43,,,,,,,,,,,,
2013-10-18,4241.69,,,,,,,,,,,,
2013-10-21,4207.06,,,,,,,,,,,,
2013-10-22,4211.21,,,,,,,,,,,,
2013-10-23,4160.52,,,,,,,,,,,,
2013-10-24,4219.59,,,,,,,,,,,,
2013-10-25,4160.46,,,,,,,,,,,,
2013-10-28,4144.55,,,,,,,,,,,,
2013-10-29,4181.79,,,,,,,,,,,,
2013-10-30,4196.57,,,,,,,,,,,,
2013-10-31,4171.66,,,,,,,,,,,,
2013-11-01,4144.17,,,,,,,,,,,,
2013-11-04,4091.46,,,,,,,,,,,,
2013-11-05,4077.62,,,,,,,,,,,,
2013-11-06,4100.0,,,,,,,,,,,,
2013-11-07,4068.83,,,,,,,,,,,,
2013-11-08,4057.76,,,,,,,,,,,,
2013-11-11,4013.76,,,,,,,,,,,,
2013-11-12,4040.64,,,,,,,,,,,,
2013-11-13,3987.01,,,,,,,,,,,,
2013-11-14,4005.56,,,,,,,,,,,,
2013-11-15,4092.08,,,,,,,,,,,,
2013-11-18,4102.77,,,,,,,,,,,,
2013-11-19,4161.24,,,,,,,,,,,,
2013-11-20,4145.99,,,,,,,,,,,,
2013-11-21,4093.28,,,,,,,,,,,,
2013-11-22,4126.09,,,,,,,,,,,,
2013-11-25,4133.2,,,,,,,,,,,,
2013-11-26,4132.15,,,,,,,,,,,,
2013-11-27,4131.79,,,,,,,,,,,,
2013-11-28,4136.42,,,,,,,,,,,,
2013-11-29,4135.77,,,,,,,,,,,,
2013-12-02,4126.83,,,,,,,,,,,,
2013-12-03,4086.81,,,,,,,,,,,,
2013-12-04,4069.01,,,,,,,,,,,,
2013-12-05,4099.12,,,,,,,,,,,,
2013-12-06,4099.37,,,,,,,,,,,,
2013-12-09,4107.62,,,,,,,,,,,,
2013-12-10,4087.02,,,,,,,,,,,,
2013-12-11,4036.53,,,,,,,,,,,,
2013-12-12,4021.07,,,,,,,,,,,,
2013-12-13,4032.36,,,,,,,,,,,,
2013-12-16,4010.36,,,,,,,,,,,,
2013-12-17,4031.88,,,,,,,,,,,,
2013-12-18,4061.61,,,,,,,,,,,,
2013-12-19,4042.88,,,,,,,,,,,,
2013-12-20,4054.46,,,,,,,,,,,,
2013-12-23,4046.91,,,,,,,,,,,,
2013-12-24,4085.77,,,,,,,,,,,,
2013-12-26,4099.92,,,,,,,,,,,,
2013-12-27,4117.43,,,,,,,,,,,,
2013-12-30,4149.54,,,,,,,,,,,,
2014-01-02,4071.75,,,,,,,,,,,,
2014-01-03,4034.17,,,,,,,,,,,,
2014-01-06,4037.53,,,,,,,,,,,,
2014-01-07,4042.91,,,,,,,,,,,,
2014-01-08,4029.45,,,,,,,,,,,,
2014-01-09,3999.16,,,,,,,,,,,,
2014-01-10,4009.54,,,,,,,,,,,,
2014-01-13,4021.51,,,,,,,,,,,,
2014-01-14,3985.71,,,,,,,,,,,,
2014-01-15,4017.64,,,,,,,,,,,,
2014-01-16,4033.15,,,,,,,,,,,,
2014-01-17,4020.16,,,,,,,,,,,,
2014-01-20,4029.31,,,,,,,,,,,,
2014-01-21,4067.11,,,,,,,,,,,,
2014-01-22,4084.14,,,,,,,,,,,,
2014-01-23,4062.47,,,,,,,,,,,,
2014-01-24,3983.24,,,,,,,,,,,,
2014-01-27,3882.95,,,,,,,,,,,,
2014-01-28,3906.43,,,,,,,,,,,,
2014-01-29,3927.01,,,,,,,,,,,,
2014-02-03,3866.6,,,,,,,,,,,,
2014-02-04,3818.77,,,,,,,,,,,,
2014-02-05,3815.22,,,,,,,,,,,,
2014-02-06,3854.7,,,,,,,,,,,,
2014-02-07,3904.14,,,,,,,,,,,,
2014-02-10,3913.78,,,,,,,,,,,,
2014-02-11,3926.19,,,,,,,,,,,,
2014-02-12,3959.49,,,,,,,,,,,,
2014-02-13,3950.02,,,,,,,,,,,,
2014-02-14,3972.66,,,,,,,,,,,,
2014-02-17,3981.99,,,,,,,,,,,,
2014-02-18,3961.11,,,,,,,,,,,,
2014-02-19,3955.92,,,,,,,,,,,,
2014-02-20,3921.81,,,,,,,,,,,,
2014-02-21,3943.73,,,,,,,,,,,,
2014-02-24,3915.31,,,,,,,,,,,,
2014-02-25,3954.12,,,,,,,,,,,,
2014-02-26,3953.46,,,,,,,,,,,,
2014-02-27,3968.35,,,,,,,,,,,,
2014-02-28,3962.88,,,,,,,,,,,,
2014-03-03,3937.1,,,,,,,,,,,,
2014-03-04,3919.52,,,,,,,,,,,,
2014-03-05,3927.9,,,,,,,,,,,,
2014-03-06,3952.84,,,,,,,,,,,,
2014-03-07,3980.01,,,,,,,,,,,,
2014-03-10,3923.44,,,,,,,,,,,,
2014-03-11,3951.39,,,,,,,,,,,,
2014-03-12,3876.23,,,,,,,,,,,,
2014-03-13,3873.26,,,,,,,,,,,,
2014-03-14,3849.09,,,,,,,,,,,,
2014-03-17,3872.7,,,,,,,,,,,,
2014-03-18,3907.52,,,,,,,,,,,,
2014-03-19,3883.0,,,,,,,,,,,,
2014-03-20,3807.78,,,,,,,,,,,,
2014-03-21,3833.77,,,,,,,,,,,,
2014-03-24,3896.34,,,,,,,,,,,,
2014-03-25,3919.24,,,,,,,,,,,,
2014-03-26,3910.66,,,,,,,,,,,,
2014-03-27,3915.61,,,,,,,,,,,,
2014-03-28,3898.18,,,,,,,,,,,,
2014-03-31,3923.78,,,,,,,,,,,,
2014-04-01,3969.97,,,,,,,,,,,,
2014-04-02,3966.95,,,,,,,,,,,,
2014-04-03,3925.75,,,,,,,,,,,,
2014-04-04,3928.8,,,,,,,,,,,,
2014-04-07,3954.52,,,,,,,,,,,,
2014-04-08,3958.16,,,,,,,,,,,,
2014-04-09,3962.03,,,,,,,,,,,,
2014-04-10,3994.75,,,,,,,,,,,,
2014-04-11,3970.52,,,,,,,,,,,,
2014-04-14,3934.59,,,,,,,,,,,,
2014-04-15,3940.5,,,,,,,,,,,,
2014-04-16,3922.93,,,,,,,,,,,,
2014-04-17,3930.99,,,,,,,,,,,,
2014-04-18,3957.12,,,,,,,,,,,,
2014-04-21,3968.81,,,,,,,,,,,,
2014-04-22,3963.18,,,,,,,,,,,,
2014-04-23,3966.79,,,,,,,,,,,,
2014-04-24,3936.78,,,,,,,,,,,,
2014-04-25,3880.74,,,,,,,,,,,,
2014-04-28,3897.9,,,,,,,,,,,,
2014-04-29,3895.96,,,,,,,,,,,,
2014-04-30,3914.82,,,,,,,,,,,,
2014-05-02,3898.14,,,,,,,,,,,,
2014-05-07,3840.35,,,,,,,,,,,,
2014-05-08,3814.01,,,,,,,,,,,,
2014-05-09,3856.22,,,,,,,,,,,,
2014-05-12,3863.31,,,,,,,,,,,,
2014-05-13,3918.94,,,,,,,,,,,,
2014-05-14,3947.9,,,,,,,,,,,,
2014-05-15,3939.89,,,,,,,,,,,,
2014-05-16,3950.28,,,,,,,,,,,,
2014-05-19,3936.23,,,,,,,,,,,,
2014-05-20,3947.07,,,,,,,,,,,,
2014-05-21,3944.89,,,,,,,,,,,,
2014-05-22,3978.96,,,,,,,,,,,,
2014-05-23,3985.13,,,,,,,,,,,,
2014-05-26,3986.84,,,,,,,,,,,,
2014-05-27,3985.66,,,,,,,,,,,,
2014-05-28,4006.83,,,,,,,,,,,,
2014-05-29,3958.35,,,,,,,,,,,,
2014-05-30,3946.89,,,,,,,,,,,,
2014-06-02,3966.04,,,,,,,,,,,,
2014-06-03,4013.12,,,,,,,,,,,,
2014-06-05,3965.41,,,,,,,,,,,,
2014-06-09,3996.8,,,,,,,,,,,,
2014-06-10,4028.74,,,,,,,,,,,,
2014-06-11,4052.61,,,,,,,,,,,,
2014-06-12,4059.14,,,,,,,,,,,,
2014-06-13,4050.2,,,,,,,,,,,,
2014-06-16,4070.13,,,,,,,,,,,,
2014-06-17,4057.93,,,,,,,,,,,,
2014-06-18,4056.15,,,,,,,,,,,,
2014-06-19,4100.63,,,,,,,,,,,,
2014-06-20,4058.83,,,,,,,,,,,,
2014-06-23,4060.34,,,,,,,,,,,,
2014-06-24,4065.32,,,,,,,,,,,,
2014-06-25,4048.73,,,,,,,,,,,,
2014-06-26,4065.58,,,,,,,,,,,,
2014-06-27,4063.02,,,,,,,,,,,,
2014-06-30,4099.72,,,,,,,,,,,,
2014-07-01,4081.44,,,,,,,,,,,,
2014-07-02,4090.6,,,,,,,,,,,,
2014-07-03,4061.86,,,,,,,,,,,,
2014-07-04,4076.16,,,,,,,,,,,,
2014-07-07,4069.58,,,,,,,,,,,,
2014-07-08,4053.22,,,,,,,,,,,,
2014-07-09,4045.27,,,,,,,,,,,,
2014-07-10,4052.63,,,,,,,,,,,,
2014-07-11,4047.13,,,,,,,,,,,,
2014-07-14,4021.38,,,,,,,,,,,,
2014-07-15,4067.86,,,,,,,,,,,,
2014-07-16,4072.69,,,,,,,,,,,,
2014-07-17,4115.32,,,,,,,,,,,,
2014-07-18,4129.03,,,,,,,,,,,,
2014-07-21,4092.89,,,,,,,,,,,,
2014-07-22,4106.56,,,,,,,,,,,,
2014-07-23,4124.8,,,,,,,,,,,,
2014-07-24,4100.71,,,,,,,,,,,,
2014-07-25,4120.93,,,,,,,,,,,,
2014-07-28,4121.89,,,,,,,,,,,,
2014-07-29,4132.58,,,,,,,,,,,,
2014-07-30,4131.53,,,,,,,,,,,,
2014-07-31,4146.74,,,,,,,,,,,,
2014-08-01,4184.02,,,,,,,,,,,,
2014-08-04,4178.95,,,,,,,,,,,,
2014-08-05,4122.29,,,,,,,,,,,,
2014-08-06,4111.95,,,,,,,,,,,,
2014-08-07,4090.83,,,,,,,,,,,,
2014-08-08,4049.58,,,,,,,,,,,,
2014-08-11,4058.33,,,,,,,,,,,,
2014-08-12,4081.26,,,,,,,,,,,,
2014-08-13,4127.46,,,,,,,,,,,,
2014-08-14,4129.18,,,,,,,,,,,,
2014-08-18,4099.54,,,,,,,,,,,,
2014-08-19,4148.43,,,,,,,,,,,,
2014-08-20,4122.5,,,,,,,,,,,,
2014-08-21,4096.57,,,,,,,,,,,,
2014-08-22,4134.56,,,,,,,,,,,,
2014-08-25,4184.34,,,,,,,,,,,,
2014-08-26,4172.3,,,,,,,,,,,,
2014-08-27,4156.81,,,,,,,,,,,,
2014-08-28,4148.59,,,,,,,,,,,,
2014-08-29,4098.5,,,,,,,,,,,,
2014-09-01,4098.65,,,,,,,,,,,,
2014-09-02,4100.97,,,,,,,,,,,,
2014-09-03,4082.52,,,,,,,,,,,,
2014-09-04,4075.87,,,,,,,,,,,,
2014-09-05,4063.56,,,,,,,,,,,,
2014-09-11,4025.3,,,,,,,,,,,,
2014-09-12,4002.82,,,,,,,,,,,,
2014-09-15,4032.16,,,,,,,,,,,,
2014-09-16,4059.42,,,,,,,,,,,,
2014-09-17,4125.09,,,,,,,,,,,,
2014-09-18,4126.69,,,,,,,,,,,,
2014-09-19,4184.14,,,,,,,,,,,,
2014-09-22,4150.25,,,,,,,,,,,,
2014-09-23,4134.72,,,,,,,,,,,,
2014-09-24,4126.84,,,,,,,,,,,,
2014-09-25,4126.65,,,,,,,,,,,,
2014-09-26,4102.85,,,,,,,,,,,,
2014-09-29,4043.72,,,,,,,,,,,,
2014-09-30,4039.88,,,,,,,,,,,,
2014-10-01,3992.41,,,,,,,,,,,,
2014-10-02,3964.03,,,,,,,,,,,,
2014-10-06,3962.02,,,,,,,,,,,,
2014-10-07,3942.51,,,,,,,,,,,,
2014-10-08,3932.87,,,,,,,,,,,,
2014-10-10,3872.97,,,,,,,,,,,,
2014-10-13,3773.41,,,,,,,,,,,,
2014-10-14,3776.22,,,,,,,,,,,,
2014-10-15,3800.54,,,,,,,,,,,,
2014-10-16,3765.63,,,,,,,,,,,,
2014-10-17,3757.92,,,,,,,,,,,,
2014-10-20,3810.54,,,,,,,,,,,,
2014-10-21,3723.0,,,,,,,,,,,,
2014-10-22,3769.51,,,,,,,,,,,,
2014-10-23,3751.72,,,,,,,,,,,,
2014-10-24,3723.34,,,,,,,,,,,,
2014-10-27,3781.59,,,,,,,,,,,,
2014-10-28,3749.32,,,,,,,,,,,,
2014-10-29,3826.27,,,,,,,,,,,,
2014-10-30,3813.15,,,,,,,,,,,,
2014-10-31,3776.43,,,,,,,,,,,,
2014-11-03,3764.81,,,,,,,,,,,,
2014-11-04,3674.93,,,,,,,,,,,,
2014-11-05,3661.83,,,,,,,,,,,,
2014-11-06,3688.26,,,,,,,,,,,,
2014-11-07,3727.49,,,,,,,,,,,,
2014-11-10,3704.22,,,,,,,,,,,,
2014-11-11,3764.99,,,,,,,,,,,,
2014-11-12,3819.45,,,,,,,,,,,,
2014-11-13,3793.23,,,,,,,,,,,,
2014-11-14,3745.44,,,,,,,,,,,,
2014-11-17,3731.82,,,,,,,,,,,,
2014-11-18,3812.99,,,,,,,,,,,,
2014-11-19,3774.19,,,,,,,,,,,,
2014-11-20,3766.61,,,,,,,,,,,,
2014-11-21,3791.47,,,,,,,,,,,,
2014-11-24,3882.18,,,,,,,,,,,,
2014-11-25,3902.17,,,,,,,,,,,,
2014-11-26,3908.17,,,,,,,,,,,,
2014-11-27,3862.02,,,,,,,,,,,,
2014-11-28,3876.14,,,,,,,,,,,,
2014-12-01,3810.74,,,,,,,,,,,,
2014-12-02,3816.42,,,,,,,,,,,,
2014-12-03,3834.6,,,,,,,,,,,,
2014-12-04,3857.46,,,,,,,,,,,,
2014-12-05,3857.12,,,,,,,,,,,,
2014-12-08,3824.74,,,,,,,,,,,,
2014-12-09,3793.41,,,,,,,,,,,,
2014-12-10,3702.07,,,,,,,,,,,,
2014-12-11,3646.22,,,,,,,,,,,,
2014-12-12,3674.49,,,,,,,,,,,,
2014-12-15,3704.16,,,,,,,,,,,,
2014-12-16,3697.5,,,,,,,,,,,,
2014-12-17,3744.97,,,,,,,,,,,,
2014-12-18,3745.3,,,,,,,,,,,,
2014-12-19,3743.62,,,,,,,,,,,,
2014-12-22,3774.01,,,,,,,,,,,,
2014-12-23,3748.19,,,,,,,,,,,,
2014-12-24,3774.69,,,,,,,,,,,,
2014-12-26,3756.43,,,,,,,,,,,,
2014-12-29,3732.61,,,,,,,,,,,,
2014-12-30,3694.01,,,,,,,,,,,,
2015-01-02,3713.51,,,,,,,,,,,,
2015-01-05,3673.54,,,,,,,,,,,,
2015-01-06,3574.67,,,,,,,,,,,,
2015-01-07,3547.12,,,,,,,,,,,,
2015-01-08,3573.87,,,,,,,,,,,,
2015-01-09,3626.42,,,,,,,,,,,,
2015-01-12,3680.39,,,,,,,,,,,,
2015-01-13,3702.16,,,,,,,,,,,,
2015-01-14,3688.23,,,,,,,,,,,,
2015-01-15,3728.42,,,,,,,,,,,,
2015-01-16,3690.43,,,,,,,,,,,,
2015-01-19,3755.0,,,,,,,,,,,,
2015-01-20,3798.6,,,,,,,,,,,,
2015-01-21,3787.81,,,,,,,,,,,,
2015-01-22,3834.64,,,,,,,,,,,,
2015-01-23,3870.62,,,,,,,,,,,,
2015-01-26,3852.99,,,,,,,,,,,,
2015-01-27,3961.07,,,,,,,,,,,,
2015-01-28,4014.58,,,,,,,,,,,,
2015-01-29,4016.99,,,,,,,,,,,,
2015-01-30,4029.89,,,,,,,,,,,,
2015-02-02,4050.56,,,,,,,,,,,,
2015-02-03,4077.5,,,,,,,,,,,,
2015-02-04,4101.37,,,,,,,,,,,,
2015-02-05,4078.62,,,,,,,,,,,,
2015-02-06,4115.55,,,,,,,,,,,,
2015-02-09,4121.58,,,,,,,,,,,,
2015-02-10,4115.57,,,,,,,,,,,,
2015-02-11,4109.91,,,,,,,,,,,,
2015-02-12,4062.33,,,,,,,,,,,,
2015-02-13,4142.12,,,,,,,,,,,,
2015-02-16,4081.34,,,,,,,,,,,,
2015-02-17,4103.94,,,,,,,,,,,,
2015-02-23,4148.32,,,,,,,,,,,,
2015-02-24,4209.12,,,,,,,,,,,,
2015-02-25,4268.35,,,,,,,,,,,,
2015-02-26,4281.63,,,,,,,,,,,,
2015-02-27,4264.92,,,,,,,,,,,,
2015-03-02,4311.34,,,,,,,,,,,,
2015-03-03,4322.96,,,,,,,,,,,,
2015-03-04,4251.56,,,,,,,,,,,,
2015-03-05,4264.75,,,,,,,,,,,,
2015-03-06,4340.43,,,,,,,,,,,,
2015-03-09,4306.14,,,,,,,,,,,,
2015-03-10,4276.05,,,,,,,,,,,,
2015-03-11,4265.58,,,,,,,,,,,,
2015-03-12,4279.06,,,,,,,,,,,,
2015-03-13,4279.68,,,,,,,,,,,,
2015-03-16,4269.71,,,,,,,,,,,,
2015-03-17,4383.26,,,,,,,,,,,,
2015-03-18,4335.7,,,,,,,,,,,,
