날짜,Financial_Investment,Insurance,Investment_Trust,Private_Equity,Bank,Other_Financial,Pension_Fund,Other_Corporate,Individual,Foreign,기타외국인,전체
2020-10-22,-58515791133,-14138171385,-41729495920,-24553321420,-1829761085,-7258796765,-21639796820,-5469780071,213615152247,-38847448215,367210567,0
2020-10-23,-14177197468,-22773128625,-35177736288,-11951452204,-1260229170,1614723635,-30871404040,-8360550458,64289545131,59115910975,-448481488,0
2020-10-26,-993425026,-28796824930,-68954267814,-23543095726,-3483722855,-6789813355,-31797118795,-13885062508,144480753935,32067998057,1694579017,0
2020-10-27,57336057312,-4828765370,-26829209847,-5016850295,-1332645365,-5054589800,-10875449750,-12558709140,-227916043309,237308468641,-232263077,0
2020-10-28,30234381288,-4894493870,38413303808,-7180262425,-1204892615,-1244840187,1607666065,-7673007600,-126180987457,78977566051,-854433058,0
2020-10-29,63507571305,2636951755,22203087403,-16010561924,-2765853170,-12238462880,14441190275,-21805814949,31778987079,-81744998099,-2096795,0
2020-10-30,-60180612932,-7152807854,-5146365345,-17869970859,-751890250,-4227790918,-3601998175,-16556971965,402497605353,-289543376327,2534179272,0
2020-11-02,35599116422,-392479015,515940564,-6513091838,-1236769300,-1793085145,-17150671235,-17069699858,-115218095984,123700620515,-441785126,0
2020-11-03,58141802793,1505914860,13165642104,3344605279,-350359435,-3149984375,3062479585,-11623512677,-134479000233,70776773748,-394361649,0
2020-11-04,23439602088,3749314110,39572311954,2037142825,-719509995,-1226479720,10691527840,-29695076154,-58684814258,10034313354,801667956,0
2020-11-05,90232081964,7983194135,51778193167,5311786706,-1425735180,-6718102550,19721578640,-86239549258,-349441785042,269962033712,-1163696294,0
2020-11-06,-152935520717,524248645,-45819127906,-55300918580,-3277684940,-9583263676,-8769145250,-32962645844,641976893739,-335126560188,1273724717,0
2020-11-09,12170247024,-1519032233,-27569954053,-20048523185,-507614630,-3340142665,1387668280,-28019974816,-79516018323,146030225831,933118770,0
2020-11-10,-73819443983,-16909655192,-43674323942,-12887261406,-802356080,-4143685757,-16587510745,-26625757182,380440944016,-186501508966,1510559237,0
2020-11-11,20123539938,-11576203146,-32874648766,-6274124440,504468705,-6515154045,-18673574880,-31351851877,97590417297,-13078266053,2125397267,0
2020-11-12,-22641088406,-4654053795,-14430886112,-3799147382,-234652390,-8021792515,-14517415790,-8664992914,70828161249,6343156786,-207288731,0
2020-11-13,1001973890,-3556661345,-1998292943,-12698176538,-1254911650,-3793118585,-10433326925,-83128906143,156141972123,-39309492367,-971059517,0
2020-11-16,104775512147,-7775574071,10821306835,-993830055,-4003807080,-8535175270,8935825020,-30034590345,-186491376824,114352802957,-1051093314,0
2020-11-17,-63878954073,-5510011270,-25803705540,-33052998521,-994856425,-4273305885,-11163838580,-57921523044,328328366537,-130126249073,4397075874,0
2020-11-18,76670908363,2655472920,-15433347525,-14777907075,-2743593580,-23089669205,15676321817,-51904400470,-260437415221,275070652674,-1687022698,0
2020-11-19,-39215470096,4366243240,-9666394465,-21307178988,-447740120,-5689919040,11598548020,-31097474513,80010317847,12797560240,-1348492125,0
2020-11-20,72077786116,3806059454,-953482392,-21360425106,-2658624945,-2937449371,42626774745,-57389983266,-173005294166,139867066507,-72427576,0
2020-11-23,-63700007106,-5557770208,2444120947,11959225976,-2095227185,-15927014647,6209984706,-23867441425,132541498514,-43139604217,1132234645,0
2020-11-24,-15235297848,3155746840,-30851377252,-15320394081,-739496120,-2351867845,-15090487702,-46503325477,-56714395724,180623009269,-972114060,0
2020-11-25,-113690970370,-5499443295,-61543352672,-45183984399,-1743309760,-3724531180,-41125728920,-24584227506,381441395033,-86531394033,2185547102,0
2020-11-26,79818371984,3172707571,-1567734663,-22479947090,-2398122215,-8286647505,-20735122450,-14074732514,-137703510975,123040102456,1214635401,0
2020-11-27,69352810748,5318544255,-7111797075,-4159156619,-1626869660,-5555362733,-9559283135,-15454491167,-296480095776,265837444569,-561743407,0
2020-11-30,-73049733894,112377160,-2439468281,-20957376387,-670900730,-6547014395,-18809199100,-30259777030,209131584383,-57590367324,1079875598,0
2020-12-01,-59754755850,-4762362945,-6910192559,-23982998387,284321870,-11928742594,-18109444389,-20117095691,127242652335,19997720421,-1959102211,0
2020-12-02,-61931938918,2463058880,-26661399005,-44592223344,-299026760,-11803349844,-12655545600,-30621786108,157068783090,28547756074,485671535,0
2020-12-03,-27275526758,309855658,-21345348863,-1656010244,218561255,-8755536585,-2877130580,-64152934204,155356761531,-27881738125,-1940953085,0
2020-12-04,17385310564,1599509688,-29110630641,-38963140427,375271420,-11170831510,-1915477386,-26798754376,42283328642,44616672275,1698741751,0
2020-12-07,33547929528,-1227544490,-13243874872,-14025485352,-1342559515,-4492825840,-1435913824,-27513007138,-70331581692,100248504442,-183641247,0
2020-12-08,-8919370013,-1337526900,-8859362093,-12538559342,-2008114380,-7765072825,-8756087670,-61812066896,207769763964,-91572046625,-4201557220,0
2020-12-09,-6714265881,964966670,2744682127,-18983814530,-3229533400,-6083164025,-10867496507,-79321704163,56395077951,71268312592,-6173060834,0
2020-12-10,72938154530,965654625,-34499447506,-81801003341,-5694973200,-10915104285,-9995108190,-78629789603,141468775830,10337214267,-4174373127,0
2020-12-11,-44476020217,1112794784,10041210081,-6120425185,-3424810370,-10617480240,-4961720615,-22284152819,90188814135,-8999887469,-458322085,0
2020-12-14,-431739541,1097443795,-9512890469,-43325064860,-3547721935,-4461266120,3242929985,-27769004070,7029304374,77815264043,-137255202,0
2020-12-15,-62448951718,3618398540,-1366160165,9666081470,-1199042820,-18270761280,2628311770,-66893576169,184351508679,-51393070854,1307262547,0
2020-12-16,37370474205,7453141639,9949922985,-577279240,-1888051090,-5176504410,16168829435,-79220957110,-83035635029,99506595268,-550536653,0
2020-12-17,47060331121,13465121800,14860352445,-11882590045,-15696435200,-172852235,34149555740,-27970388790,-118823225931,64914949954,95181141,0
2020-12-18,-36652009871,-754693314,-17637817597,8515900548,-3851994430,-229314070,-2477560885,-52124916152,40727540558,64343689834,141175379,0
2020-12-21,1113565703,2018280186,-1413693342,-24435082476,-5000686715,-8649801825,9122638000,-81480302883,28190747766,80529857609,4477977,0
2020-12-22,-90729746962,531319849,-42882721852,-55498099825,-11790946750,-5206107970,3004260560,-79069918494,464880821201,-175726836787,-7512022970,0
2020-12-23,23068408682,2070268040,-11199795211,-70568644477,-9076191790,-25089477745,12932576910,-73252570769,-30267070898,181088351724,294145534,0
2020-12-24,286467118850,-2759020850,8359120751,35411799995,-2017362900,-7766372250,-5269803380,-31166581109,-593435368591,317942127477,-5765657993,0
2020-12-28,594613408809,3664558575,-3369689521,47530818019,-2050915830,-18759469130,24742212640,-23970874686,-902727184164,282148431364,-1821296076,0
2020-12-29,-242556154539,-3602325195,9367018508,-104480430240,-2191835255,-6879644565,23888546815,-57574698250,272448953918,114723921310,-3143352507,0
2020-12-30,-28897311569,8888365920,8900058771,-41172065450,-1810064385,-11547757875,29643881270,-25707664950,123506881077,-62876625668,1072302859,0
2026-02-02,-382316901580,-16458072784,-56690631756,-76042298525,-272078555,-2410681140,-14251464425,-74992312902,212660547599,410001378274,772515794,0
2026-02-03,799378131921,-9367117676,72848146959,680998603,1297040992,743980723,-2238138882,-65190970495,-708502996296,-85779485454,-3869590395,0
2026-02-04,86423789308,-23185337354,-36540117931,-97711094092,2235352911,-15019779356,-67684424337,-93319474747,239895434822,4026130832,879519944,0
2026-02-05,-152328696583,-12822921752,-123906040596,-115685871768,-63087931,-29328480576,-104404970270,-92114171971,906287050351,-275365734856,-267074048,0
2026-02-06,5951628584,-11140580596,-69112302306,-67204600080,-585479583,-2239548363,-19925342152,-56984869217,148421059584,71650207917,1169826212,0
2026-02-09,381237262538,4197511650,79557689320,57259061856,-986832256,-10839084569,-22742099540,-95761800391,-623603118740,234758197621,-3076787489,0
2026-02-10,10792260224,-3241642255,-7086867807,-35471478396,-466258507,-5772264318,-39593021284,-47559136447,323943781173,-197251767904,1706395521,0
2026-02-11,48793143611,-6704592923,16083557783,34372230202,-1796258490,-3952805525,-25979379570,-28525392986,-51352127493,18207688817,853936574,0
2026-02-12,108215618622,-2567009222,37305329811,-7754093891,-44726237,-11973985010,-23478748704,-79178573719,86037562690,-107276041790,714667450,0
2026-02-13,-207876633084,-2964705591,-46059702306,-18066580270,-1819268660,-17256417889,-44070482489,-42482872534,622007151566,-243876685737,2466196994,0
2026-02-19,935359982626,-16799078960,84776589472,-4052513151,106600245,-16396519696,71135191054,-78063757982,-1830081154450,856376340330,-2361679488,0
2026-02-20,95436081593,-3775847745,-165962726,-56689334117,-794905195,-19051958279,8163967144,-47537513558,231758793262,-205723602393,-1619717986,0
2026-02-23,-178556527227,-1175673404,-119946313437,-28962261703,-44231277,-12944781065,-20758993122,-35991464289,217878548967,182994956554,-2493259997,0
2026-02-24,-119963010670,11088259997,-22730003042,-15663329754,420340251,-28392502475,28460575039,-360806570659,228572747727,274744822685,4268670901,0
