날짜,Energy,Open,High,Low,Close,Volume,거래대금,상장시가총액,open,high,low,close,volume
2014-11-19,331.19,,,,,,,,,,,,
2014-11-20,329.65,,,,,,,,,,,,
2014-11-21,329.96,,,,,,,,,,,,
2014-11-24,327.14,,,,,,,,,,,,
2014-11-25,327.75,,,,,,,,,,,,
2014-11-26,327.99,,,,,,,,,,,,
2014-11-27,326.45,,,,,,,,,,,,
2014-11-28,325.24,,,,,,,,,,,,
2014-12-01,318.35,,,,,,,,,,,,
2014-12-02,321.37,,,,,,,,,,,,
2014-12-03,324.27,,,,,,,,,,,,
2014-12-04,325.19,,,,,,,,,,,,
2014-12-05,326.19,,,,,,,,,,,,
2014-12-08,327.58,,,,,,,,,,,,
2014-12-09,323.96,,,,,,,,,,,,
2014-12-10,318.74,,,,,,,,,,,,
2014-12-11,319.03,,,,,,,,,,,,
2014-12-12,318.45,,,,,,,,,,,,
2014-12-15,318.91,,,,,,,,,,,,
2014-12-16,316.65,,,,,,,,,,,,
2014-12-17,318.74,,,,,,,,,,,,
2014-12-18,315.21,,,,,,,,,,,,
2014-12-19,320.33,,,,,,,,,,,,
2014-12-22,320.04,,,,,,,,,,,,
2014-12-23,319.47,,,,,,,,,,,,
2014-12-24,320.47,,,,,,,,,,,,
2014-12-26,323.79,,,,,,,,,,,,
2014-12-29,322.25,,,,,,,,,,,,
2014-12-30,319.83,,,,,,,,,,,,
2015-01-02,318.96,,,,,,,,,,,,
2015-01-05,317.67,,,,,,,,,,,,
2015-01-06,312.6,,,,,,,,,,,,
2015-01-07,308.43,,,,,,,,,,,,
2015-01-08,310.96,,,,,,,,,,,,
2015-01-09,310.73,,,,,,,,,,,,
2015-01-12,312.11,,,,,,,,,,,,
2015-01-13,312.88,,,,,,,,,,,,
2015-01-14,314.57,,,,,,,,,,,,
2015-01-15,314.71,,,,,,,,,,,,
2015-01-16,312.11,,,,,,,,,,,,
2015-01-19,310.01,,,,,,,,,,,,
2015-01-20,311.65,,,,,,,,,,,,
2015-01-21,314.09,,,,,,,,,,,,
2015-01-22,316.31,,,,,,,,,,,,
2015-01-23,319.29,,,,,,,,,,,,
2015-01-26,319.21,,,,,,,,,,,,
2015-01-27,318.74,,,,,,,,,,,,
2015-01-28,329.17,,,,,,,,,,,,
2015-01-29,329.01,,,,,,,,,,,,
2015-01-30,332.98,,,,,,,,,,,,
2015-02-02,333.12,,,,,,,,,,,,
2015-02-03,336.58,,,,,,,,,,,,
2015-02-04,339.3,,,,,,,,,,,,
2015-02-05,344.84,,,,,,,,,,,,
2015-02-06,343.58,,,,,,,,,,,,
2015-02-09,338.55,,,,,,,,,,,,
2015-02-10,337.32,,,,,,,,,,,,
2015-02-11,337.46,,,,,,,,,,,,
2015-02-12,343.64,,,,,,,,,,,,
2015-02-13,344.06,,,,,,,,,,,,
2015-02-16,342.05,,,,,,,,,,,,
2015-02-17,342.47,,,,,,,,,,,,
2015-02-23,343.08,,,,,,,,,,,,
2015-02-24,343.17,,,,,,,,,,,,
2015-02-25,344.03,,,,,,,,,,,,
2015-02-26,350.25,,,,,,,,,,,,
2015-02-27,356.12,,,,,,,,,,,,
2015-03-02,360.56,,,,,,,,,,,,
2015-03-03,366.87,,,,,,,,,,,,
2015-03-04,371.61,,,,,,,,,,,,
2015-03-05,371.19,,,,,,,,,,,,
2015-03-06,367.78,,,,,,,,,,,,
2015-03-09,363.33,,,,,,,,,,,,
2015-03-10,361.28,,,,,,,,,,,,
2015-03-11,362.03,,,,,,,,,,,,
2015-03-12,360.61,,,,,,,,,,,,
2015-03-13,365.62,,,,,,,,,,,,
2015-03-16,369.22,,,,,,,,,,,,
2015-03-17,367.14,,,,,,,,,,,,
2015-03-18,362.58,,,,,,,,,,,,
2015-03-19,365.26,,,,,,,,,,,,
2015-03-20,365.07,,,,,,,,,,,,
2015-03-23,369.98,,,,,,,,,,,,
2015-03-24,380.27,,,,,,,,,,,,
2015-03-25,393.04,,,,,,,,,,,,
2015-03-26,393.6,,,,,,,,,,,,
2015-03-27,394.17,,,,,,,,,,,,
2015-03-30,404.07,,,,,,,,,,,,
2015-03-31,405.41,,,,,,,,,,,,
2015-04-01,410.84,,,,,,,,,,,,
2015-04-02,407.84,,,,,,,,,,,,
2015-04-03,410.06,,,,,,,,,,,,
2015-04-06,413.93,,,,,,,,,,,,
2015-04-07,418.27,,,,,,,,,,,,
2015-04-08,417.51,,,,,,,,,,,,
2015-04-09,422.1,,,,,,,,,,,,
2015-04-10,427.71,,,,,,,,,,,,
2015-04-13,437.16,,,,,,,,,,,,
2015-04-14,439.0,,,,,,,,,,,,
2015-04-15,450.76,,,,,,,,,,,,
2015-04-16,443.34,,,,,,,,,,,,
2015-04-17,456.6,,,,,,,,,,,,
2015-04-20,453.63,,,,,,,,,,,,
2015-04-21,447.4,,,,,,,,,,,,
2015-04-22,441.02,,,,,,,,,,,,
2015-04-23,437.59,,,,,,,,,,,,
2015-04-24,430.78,,,,,,,,,,,,
2015-04-27,451.8,,,,,,,,,,,,
2015-04-28,436.35,,,,,,,,,,,,
2015-04-29,440.94,,,,,,,,,,,,
2015-04-30,435.83,,,,,,,,,,,,
2015-05-04,429.89,,,,,,,,,,,,
2015-05-06,420.85,,,,,,,,,,,,
2015-05-07,427.57,,,,,,,,,,,,
2015-05-08,434.62,,,,,,,,,,,,
2015-05-11,452.42,,,,,,,,,,,,
2015-05-12,452.19,,,,,,,,,,,,
2015-05-13,448.36,,,,,,,,,,,,
2015-05-14,450.45,,,,,,,,,,,,
2015-05-15,445.39,,,,,,,,,,,,
2015-05-18,437.9,,,,,,,,,,,,
2015-05-19,434.43,,,,,,,,,,,,
2015-05-20,438.79,,,,,,,,,,,,
2015-05-21,439.66,,,,,,,,,,,,
2015-05-22,435.1,,,,,,,,,,,,
2015-05-26,434.98,,,,,,,,,,,,
2015-05-27,430.02,,,,,,,,,,,,
2015-05-28,434.68,,,,,,,,,,,,
2015-05-29,445.0,,,,,,,,,,,,
2015-06-01,437.7,,,,,,,,,,,,
2015-06-02,429.1,,,,,,,,,,,,
2015-06-03,424.83,,,,,,,,,,,,
2015-06-04,423.85,,,,,,,,,,,,
2015-06-05,419.97,,,,,,,,,,,,
2015-06-08,419.89,,,,,,,,,,,,
2015-06-09,428.15,,,,,,,,,,,,
2015-06-10,425.31,,,,,,,,,,,,
2015-06-11,421.8,,,,,,,,,,,,
2015-06-12,418.59,,,,,,,,,,,,
2015-06-15,411.64,,,,,,,,,,,,
2015-06-16,405.62,,,,,,,,,,,,
2015-06-17,415.4,,,,,,,,,,,,
2015-06-18,423.54,,,,,,,,,,,,
2015-06-19,426.14,,,,,,,,,,,,
2015-06-22,424.67,,,,,,,,,,,,
2015-06-23,431.06,,,,,,,,,,,,
2015-06-24,433.94,,,,,,,,,,,,
2015-06-25,436.09,,,,,,,,,,,,
2015-06-26,431.02,,,,,,,,,,,,
2015-06-29,416.33,,,,,,,,,,,,
2015-06-30,420.88,,,,,,,,,,,,
2015-07-01,425.98,,,,,,,,,,,,
2015-07-02,431.16,,,,,,,,,,,,
2015-07-03,430.23,,,,,,,,,,,,
2015-07-06,417.44,,,,,,,,,,,,
2015-07-07,417.72,,,,,,,,,,,,
2015-07-08,420.42,,,,,,,,,,,,
2015-07-09,415.04,,,,,,,,,,,,
2015-07-10,423.62,,,,,,,,,,,,
2015-07-13,441.69,,,,,,,,,,,,
2015-07-14,450.17,,,,,,,,,,,,
2015-07-15,454.81,,,,,,,,,,,,
2015-07-16,465.37,,,,,,,,,,,,
2015-07-17,462.27,,,,,,,,,,,,
2015-07-20,469.78,,,,,,,,,,,,
2015-07-21,472.7,,,,,,,,,,,,
2015-07-22,471.63,,,,,,,,,,,,
2015-07-23,466.16,,,,,,,,,,,,
2015-07-24,461.49,,,,,,,,,,,,
2015-07-27,452.92,,,,,,,,,,,,
2015-07-28,450.5,,,,,,,,,,,,
2015-07-29,444.9,,,,,,,,,,,,
2015-07-30,436.81,,,,,,,,,,,,
2015-07-31,443.41,,,,,,,,,,,,
2015-08-03,441.49,,,,,,,,,,,,
2015-08-04,448.6,,,,,,,,,,,,
2015-08-05,461.83,,,,,,,,,,,,
2015-08-06,455.55,,,,,,,,,,,,
2015-08-07,453.68,,,,,,,,,,,,
2015-08-10,439.36,,,,,,,,,,,,
2015-08-11,428.17,,,,,,,,,,,,
2015-08-12,421.16,,,,,,,,,,,,
2015-08-13,430.72,,,,,,,,,,,,
2015-08-17,424.61,,,,,,,,,,,,
2015-08-18,412.79,,,,,,,,,,,,
2015-08-19,401.05,,,,,,,,,,,,
2015-08-20,395.89,,,,,,,,,,,,
2015-08-21,378.66,,,,,,,,,,,,
2015-08-24,371.1,,,,,,,,,,,,
2015-08-25,381.66,,,,,,,,,,,,
2015-08-26,392.62,,,,,,,,,,,,
2015-08-27,393.34,,,,,,,,,,,,
2015-08-28,397.93,,,,,,,,,,,,
2015-08-31,393.07,,,,,,,,,,,,
2015-09-01,388.82,,,,,,,,,,,,
2015-09-02,385.64,,,,,,,,,,,,
2015-09-03,384.02,,,,,,,,,,,,
2015-09-04,374.96,,,,,,,,,,,,
2015-09-07,376.59,,,,,,,,,,,,
2015-09-08,373.99,,,,,,,,,,,,
2015-09-09,381.46,,,,,,,,,,,,
2015-09-10,386.12,,,,,,,,,,,,
2015-09-11,390.14,,,,,,,,,,,,
2015-09-14,394.59,,,,,,,,,,,,
2015-09-15,397.25,,,,,,,,,,,,
2015-09-16,402.11,,,,,,,,,,,,
2015-09-17,399.02,,,,,,,,,,,,
2015-09-18,404.65,,,,,,,,,,,,
2015-09-21,398.82,,,,,,,,,,,,
2015-09-22,404.8,,,,,,,,,,,,
2015-09-23,404.19,,,,,,,,,,,,
2015-09-24,399.89,,,,,,,,,,,,
2015-09-25,400.0,,,,,,,,,,,,
2015-09-30,396.79,,,,,,,,,,,,
2015-10-01,402.46,,,,,,,,,,,,
2015-10-02,406.78,,,,,,,,,,,,
2015-10-05,413.54,,,,,,,,,,,,
2015-10-06,416.83,,,,,,,,,,,,
2015-10-07,429.69,,,,,,,,,,,,
2015-10-08,429.88,,,,,,,,,,,,
2015-10-12,431.07,,,,,,,,,,,,
2015-10-13,427.81,,,,,,,,,,,,
2015-10-14,431.83,,,,,,,,,,,,
2015-10-15,434.7,,,,,,,,,,,,
2015-10-16,435.15,,,,,,,,,,,,
2015-10-19,428.66,,,,,,,,,,,,
2015-10-20,429.78,,,,,,,,,,,,
2015-10-21,430.11,,,,,,,,,,,,
2015-10-22,426.46,,,,,,,,,,,,
2015-10-23,429.21,,,,,,,,,,,,
2015-10-26,425.35,,,,,,,,,,,,
2015-10-27,425.53,,,,,,,,,,,,
2015-10-28,421.88,,,,,,,,,,,,
2015-10-29,422.2,,,,,,,,,,,,
2015-10-30,414.95,,,,,,,,,,,,
2015-11-02,407.13,,,,,,,,,,,,
2015-11-03,407.27,,,,,,,,,,,,
2015-11-04,410.76,,,,,,,,,,,,
2015-11-05,412.6,,,,,,,,,,,,
2015-11-06,403.99,,,,,,,,,,,,
2015-11-09,396.23,,,,,,,,,,,,
2015-11-10,390.86,,,,,,,,,,,,
2015-11-11,393.2,,,,,,,,,,,,
2015-11-12,392.58,,,,,,,,,,,,
2015-11-13,383.23,,,,,,,,,,,,
2015-11-16,377.77,,,,,,,,,,,,
2015-11-17,383.49,,,,,,,,,,,,
2015-11-18,383.86,,,,,,,,,,,,
2015-11-19,385.6,,,,,,,,,,,,
2015-11-20,389.47,,,,,,,,,,,,
2015-11-23,388.08,,,,,,,,,,,,
2015-11-24,387.08,,,,,,,,,,,,
2015-11-25,387.85,,,,,,,,,,,,
2015-11-26,387.93,,,,,,,,,,,,
2015-11-27,386.82,,,,,,,,,,,,
2015-11-30,385.04,,,,,,,,,,,,
2015-12-01,383.22,,,,,,,,,,,,
2015-12-02,380.29,,,,,,,,,,,,
2015-12-03,379.62,,,,,,,,,,,,
2015-12-04,378.24,,,,,,,,,,,,
2015-12-07,374.78,,,,,,,,,,,,
2015-12-08,366.74,,,,,,,,,,,,
2015-12-09,367.37,,,,,,,,,,,,
2015-12-10,369.58,,,,,,,,,,,,
2015-12-11,369.56,,,,,,,,,,,,
2015-12-14,359.6,,,,,,,,,,,,
2015-12-15,364.52,,,,,,,,,,,,
2015-12-16,367.98,,,,,,,,,,,,
2015-12-17,372.71,,,,,,,,,,,,
2015-12-18,376.42,,,,,,,,,,,,
2015-12-21,376.52,,,,,,,,,,,,
2015-12-22,375.88,,,,,,,,,,,,
2015-12-23,378.11,,,,,,,,,,,,
2015-12-24,381.18,,,,,,,,,,,,
2015-12-28,377.16,,,,,,,,,,,,
2015-12-29,380.29,,,,,,,,,,,,
2015-12-30,381.52,,,,,,,,,,,,
2016-01-04,376.07,,,,,,,,,,,,
2016-01-05,381.27,,,,,,,,,,,,
2016-01-06,382.87,,,,,,,,,,,,
2016-01-07,376.36,,,,,,,,,,,,
2016-01-08,374.23,,,,,,,,,,,,
2016-01-11,367.01,,,,,,,,,,,,
2016-01-12,368.21,,,,,,,,,,,,
2016-01-13,372.31,,,,,,,,,,,,
2016-01-14,370.08,,,,,,,,,,,,
2016-01-15,367.25,,,,,,,,,,,,
2016-01-18,367.42,,,,,,,,,,,,
2016-01-19,366.99,,,,,,,,,,,,
2016-01-20,353.88,,,,,,,,,,,,
2016-01-21,351.87,,,,,,,,,,,,
2016-01-22,354.33,,,,,,,,,,,,
2016-01-25,357.05,,,,,,,,,,,,
2016-01-26,353.51,,,,,,,,,,,,
2016-01-27,355.21,,,,,,,,,,,,
2016-01-28,354.81,,,,,,,,,,,,
2016-01-29,356.79,,,,,,,,,,,,
2016-02-01,357.11,,,,,,,,,,,,
2016-02-02,354.13,,,,,,,,,,,,
2016-02-03,349.63,,,,,,,,,,,,
2016-02-04,356.39,,,,,,,,,,,,
2016-02-05,358.2,,,,,,,,,,,,
2016-02-11,346.3,,,,,,,,,,,,
2016-02-12,332.89,,,,,,,,,,,,
2016-02-15,336.96,,,,,,,,,,,,
2016-02-16,341.25,,,,,,,,,,,,
2016-02-17,340.01,,,,,,,,,,,,
2016-02-18,345.11,,,,,,,,,,,,
2016-02-19,350.19,,,,,,,,,,,,
2016-02-22,349.46,,,,,,,,,,,,
2016-02-23,349.45,,,,,,,,,,,,
2016-02-24,350.7,,,,,,,,,,,,
2016-02-25,351.65,,,,,,,,,,,,
2016-02-26,352.32,,,,,,,,,,,,
2016-02-29,352.26,,,,,,,,,,,,
2016-03-02,353.3,,,,,,,,,,,,
2016-03-03,355.58,,,,,,,,,,,,
2016-03-04,359.38,,,,,,,,,,,,
2016-03-07,360.84,,,,,,,,,,,,
2016-03-08,357.9,,,,,,,,,,,,
2016-03-09,358.77,,,,,,,,,,,,
2016-03-10,360.99,,,,,,,,,,,,
2016-03-11,363.32,,,,,,,,,,,,
2016-03-14,365.08,,,,,,,,,,,,
2016-03-15,364.67,,,,,,,,,,,,
2016-03-16,364.09,,,,,,,,,,,,
2016-03-17,365.53,,,,,,,,,,,,
2016-03-18,367.01,,,,,,,,,,,,
2016-03-21,365.7,,,,,,,,,,,,
2016-03-22,366.4,,,,,,,,,,,,
2016-03-23,365.06,,,,,,,,,,,,
2016-03-24,362.61,,,,,,,,,,,,
2016-03-25,362.88,,,,,,,,,,,,
2016-03-28,361.52,,,,,,,,,,,,
2016-03-29,365.8,,,,,,,,,,,,
2016-03-30,368.27,,,,,,,,,,,,
2016-03-31,374.43,,,,,,,,,,,,
2016-04-01,375.86,,,,,,,,,,,,
2016-04-04,381.36,,,,,,,,,,,,
2016-04-05,381.14,,,,,,,,,,,,
2016-04-06,380.99,,,,,,,,,,,,
2016-04-07,381.63,,,,,,,,,,,,
2016-04-08,380.45,,,,,,,,,,,,
2016-04-11,379.19,,,,,,,,,,,,
2016-04-12,380.88,,,,,,,,,,,,
2016-04-14,381.45,,,,,,,,,,,,
2016-04-15,384.55,,,,,,,,,,,,
2016-04-18,383.39,,,,,,,,,,,,
2016-04-19,383.75,,,,,,,,,,,,
2016-04-20,385.31,,,,,,,,,,,,
2016-04-21,389.21,,,,,,,,,,,,
2016-04-22,388.16,,,,,,,,,,,,
2016-04-25,385.96,,,,,,,,,,,,
2016-04-26,381.95,,,,,,,,,,,,
2016-04-27,379.67,,,,,,,,,,,,
2016-04-28,380.23,,,,,,,,,,,,
2016-04-29,377.48,,,,,,,,,,,,
2016-05-02,372.19,,,,,,,,,,,,
2016-05-03,374.62,,,,,,,,,,,,
2016-05-04,371.04,,,,,,,,,,,,
2016-05-09,368.26,,,,,,,,,,,,
2016-05-10,372.18,,,,,,,,,,,,
2016-05-11,374.34,,,,,,,,,,,,
2016-05-12,375.76,,,,,,,,,,,,
2016-05-13,378.87,,,,,,,,,,,,
2016-05-16,378.52,,,,,,,,,,,,
2016-05-17,374.66,,,,,,,,,,,,
2016-05-18,368.9,,,,,,,,,,,,
2016-05-19,365.31,,,,,,,,,,,,
2016-05-20,365.63,,,,,,,,,,,,
2016-05-23,367.75,,,,,,,,,,,,
2016-05-24,362.56,,,,,,,,,,,,
2016-05-25,364.86,,,,,,,,,,,,
2016-05-26,363.55,,,,,,,,,,,,
2016-05-27,370.14,,,,,,,,,,,,
2016-05-30,368.51,,,,,,,,,,,,
2016-05-31,370.53,,,,,,,,,,,,
2016-06-01,374.1,,,,,,,,,,,,
2016-06-02,376.21,,,,,,,,,,,,
2016-06-03,374.27,,,,,,,,,,,,
2016-06-07,383.1,,,,,,,,,,,,
2016-06-08,381.64,,,,,,,,,,,,
2016-06-09,375.95,,,,,,,,,,,,
2016-06-10,385.09,,,,,,,,,,,,
2016-06-13,385.42,,,,,,,,,,,,
2016-06-14,378.23,,,,,,,,,,,,
2016-06-15,385.03,,,,,,,,,,,,
2016-06-16,379.71,,,,,,,,,,,,
2016-06-17,379.19,,,,,,,,,,,,
2016-06-20,382.44,,,,,,,,,,,,
2016-06-21,388.47,,,,,,,,,,,,
2016-06-22,382.41,,,,,,,,,,,,
2016-06-23,376.11,,,,,,,,,,,,
2016-06-24,358.71,,,,,,,,,,,,
2016-06-27,358.59,,,,,,,,,,,,
2016-06-28,363.34,,,,,,,,,,,,
2016-06-29,369.56,,,,,,,,,,,,
2016-06-30,373.01,,,,,,,,,,,,
2016-07-01,378.1,,,,,,,,,,,,
2016-07-04,384.22,,,,,,,,,,,,
2016-07-05,385.07,,,,,,,,,,,,
2016-07-06,381.93,,,,,,,,,,,,
2016-07-07,387.79,,,,,,,,,,,,
2016-07-08,387.75,,,,,,,,,,,,
2016-07-11,390.07,,,,,,,,,,,,
2016-07-12,392.27,,,,,,,,,,,,
2016-07-13,393.13,,,,,,,,,,,,
2016-07-14,394.03,,,,,,,,,,,,
2016-07-15,392.32,,,,,,,,,,,,
2016-07-18,394.03,,,,,,,,,,,,
2016-07-19,392.68,,,,,,,,,,,,
2016-07-20,391.03,,,,,,,,,,,,
2016-07-21,391.65,,,,,,,,,,,,
2016-07-22,396.22,,,,,,,,,,,,
2016-07-25,396.31,,,,,,,,,,,,
2016-07-26,396.08,,,,,,,,,,,,
2016-07-27,400.29,,,,,,,,,,,,
2016-07-28,400.14,,,,,,,,,,,,
2016-07-29,398.69,,,,,,,,,,,,
2016-08-01,397.84,,,,,,,,,,,,
2016-08-02,427.55,,,,,,,,,,,,
2016-08-03,401.54,,,,,,,,,,,,
2016-08-04,390.66,,,,,,,,,,,,
2016-08-05,386.89,,,,,,,,,,,,
2016-08-08,381.5,,,,,,,,,,,,
2016-08-09,380.45,,,,,,,,,,,,
2016-08-10,381.71,,,,,,,,,,,,
2016-08-11,383.47,,,,,,,,,,,,
2016-08-12,386.11,,,,,,,,,,,,
2016-08-16,384.19,,,,,,,,,,,,
2016-08-17,383.03,,,,,,,,,,,,
2016-08-18,382.07,,,,,,,,,,,,
2016-08-19,378.81,,,,,,,,,,,,
2016-08-22,375.6,,,,,,,,,,,,
2016-08-23,376.48,,,,,,,,,,,,
2016-08-24,374.6,,,,,,,,,,,,
2016-08-25,373.39,,,,,,,,,,,,
2016-08-26,373.55,,,,,,,,,,,,
2016-08-29,364.07,,,,,,,,,,,,
2016-08-30,364.72,,,,,,,,,,,,
2016-08-31,362.43,,,,,,,,,,,,
2016-09-01,363.76,,,,,,,,,,,,
2016-09-02,367.12,,,,,,,,,,,,
2016-09-05,369.62,,,,,,,,,,,,
2016-09-06,367.84,,,,,,,,,,,,
2016-09-07,365.55,,,,,,,,,,,,
2016-09-08,366.19,,,,,,,,,,,,
2016-09-09,362.93,,,,,,,,,,,,
2016-09-12,359.59,,,,,,,,,,,,
2016-09-13,363.22,,,,,,,,,,,,
2016-09-19,369.54,,,,,,,,,,,,
2016-09-20,369.35,,,,,,,,,,,,
2016-09-21,367.5,,,,,,,,,,,,
2016-09-22,370.5,,,,,,,,,,,,
2016-09-23,370.05,,,,,,,,,,,,
2016-09-26,370.99,,,,,,,,,,,,
2016-09-27,374.29,,,,,,,,,,,,
2016-09-28,371.83,,,,,,,,,,,,
2016-09-29,374.41,,,,,,,,,,,,
2016-09-30,369.2,,,,,,,,,,,,
2016-10-04,370.58,,,,,,,,,,,,
2016-10-05,371.88,,,,,,,,,,,,
2016-10-06,374.36,,,,,,,,,,,,
2016-10-07,376.66,,,,,,,,,,,,
2016-10-10,381.16,,,,,,,,,,,,
2016-10-11,384.11,,,,,,,,,,,,
2016-10-12,382.84,,,,,,,,,,,,
2016-10-13,375.07,,,,,,,,,,,,
2016-10-14,370.92,,,,,,,,,,,,
2016-10-17,371.59,,,,,,,,,,,,
2016-10-18,374.01,,,,,,,,,,,,
2016-10-19,374.27,,,,,,,,,,,,
2016-10-20,369.71,,,,,,,,,,,,
2016-10-21,367.26,,,,,,,,,,,,
2016-10-24,364.26,,,,,,,,,,,,
2016-10-25,362.76,,,,,,,,,,,,
2016-10-26,358.68,,,,,,,,,,,,
2016-10-27,363.85,,,,,,,,,,,,
2016-10-28,363.54,,,,,,,,,,,,
2016-10-31,359.97,,,,,,,,,,,,
2016-11-01,357.1,,,,,,,,,,,,
2016-11-02,352.46,,,,,,,,,,,,
2016-11-03,355.94,,,,,,,,,,,,
2016-11-04,353.39,,,,,,,,,,,,
2016-11-07,358.6,,,,,,,,,,,,
2016-11-08,360.42,,,,,,,,,,,,
2016-11-09,348.5,,,,,,,,,,,,
2016-11-10,357.72,,,,,,,,,,,,
2016-11-11,360.32,,,,,,,,,,,,
2016-11-14,362.84,,,,,,,,,,,,
2016-11-15,366.09,,,,,,,,,,,,
2016-11-16,371.47,,,,,,,,,,,,
2016-11-17,371.87,,,,,,,,,,,,
2016-11-18,367.32,,,,,,,,,,,,
2016-11-21,364.3,,,,,,,,,,,,
2016-11-22,365.4,,,,,,,,,,,,
2016-11-23,361.12,,,,,,,,,,,,
2016-11-24,356.28,,,,,,,,,,,,
2016-11-25,356.58,,,,,,,,,,,,
2016-11-28,352.91,,,,,,,,,,,,
2016-11-29,356.11,,,,,,,,,,,,
2016-11-30,355.88,,,,,,,,,,,,
2016-12-01,354.97,,,,,,,,,,,,
2016-12-02,353.42,,,,,,,,,,,,
2016-12-05,351.24,,,,,,,,,,,,
2016-12-06,355.35,,,,,,,,,,,,
2016-12-07,355.6,,,,,,,,,,,,
2016-12-08,357.05,,,,,,,,,,,,
2016-12-09,356.71,,,,,,,,,,,,
2016-12-12,362.02,,,,,,,,,,,,
2016-12-13,361.16,,,,,,,,,,,,
2016-12-14,361.56,,,,,,,,,,,,
2016-12-15,363.48,,,,,,,,,,,,
2016-12-16,364.12,,,,,,,,,,,,
2016-12-19,363.31,,,,,,,,,,,,
2016-12-20,364.64,,,,,,,,,,,,
2016-12-21,364.27,,,,,,,,,,,,
2016-12-22,362.0,,,,,,,,,,,,
2016-12-23,362.3,,,,,,,,,,,,
2016-12-26,361.5,,,,,,,,,,,,
2016-12-27,362.48,,,,,,,,,,,,
2016-12-28,361.52,,,,,,,,,,,,
2016-12-29,362.9,,,,,,,,,,,,
2017-01-02,361.96,,,,,,,,,,,,
2017-01-03,365.13,,,,,,,,,,,,
2017-01-04,370.35,,,,,,,,,,,,
2017-01-05,376.17,,,,,,,,,,,,
2017-01-06,374.71,,,,,,,,,,,,
2017-01-09,377.37,,,,,,,,,,,,
2017-01-10,377.13,,,,,,,,,,,,
2017-01-11,377.01,,,,,,,,,,,,
2017-01-12,376.83,,,,,,,,,,,,
2017-01-13,378.08,,,,,,,,,,,,
2017-01-16,376.69,,,,,,,,,,,,
2017-01-17,377.56,,,,,,,,,,,,
2017-01-18,378.7,,,,,,,,,,,,
2017-01-19,375.84,,,,,,,,,,,,
2017-01-20,374.67,,,,,,,,,,,,
2017-01-23,373.44,,,,,,,,,,,,
2017-01-24,371.05,,,,,,,,,,,,
2017-01-25,367.67,,,,,,,,,,,,
2017-01-26,371.12,,,,,,,,,,,,
2017-01-31,371.87,,,,,,,,,,,,
2017-02-01,373.18,,,,,,,,,,,,
2017-02-02,368.64,,,,,,,,,,,,
2017-02-03,368.24,,,,,,,,,,,,
2017-02-06,368.59,,,,,,,,,,,,
2017-02-07,367.9,,,,,,,,,,,,
2017-02-08,366.35,,,,,,,,,,,,
2017-02-09,366.65,,,,,,,,,,,,
2017-02-10,368.01,,,,,,,,,,,,
2017-02-13,367.19,,,,,,,,,,,,
2017-02-14,369.41,,,,,,,,,,,,
2017-02-15,370.06,,,,,,,,,,,,
2017-02-16,367.63,,,,,,,,,,,,
2017-02-17,370.53,,,,,,,,,,,,
2017-02-20,368.83,,,,,,,,,,,,
2017-02-21,372.85,,,,,,,,,,,,
2017-02-22,372.39,,,,,,,,,,,,
2017-02-23,371.36,,,,,,,,,,,,
2017-02-24,369.05,,,,,,,,,,,,
2017-02-27,369.76,,,,,,,,,,,,
2017-02-28,369.08,,,,,,,,,,,,
2017-03-02,369.3,,,,,,,,,,,,
2017-03-03,362.31,,,,,,,,,,,,
2017-03-06,364.65,,,,,,,,,,,,
2017-03-07,365.71,,,,,,,,,,,,
2017-03-08,363.61,,,,,,,,,,,,
2017-03-09,364.68,,,,,,,,,,,,
2017-03-10,368.51,,,,,,,,,,,,
2017-03-13,369.65,,,,,,,,,,,,
2017-03-14,368.9,,,,,,,,,,,,
2017-03-15,366.36,,,,,,,,,,,,
2017-03-16,370.33,,,,,,,,,,,,
2017-03-17,369.12,,,,,,,,,,,,
2017-03-20,367.16,,,,,,,,,,,,
2017-03-21,366.15,,,,,,,,,,,,
2017-03-22,364.2,,,,,,,,,,,,
2017-03-23,363.36,,,,,,,,,,,,
2017-03-24,362.34,,,,,,,,,,,,
2017-03-27,359.85,,,,,,,,,,,,
2017-03-28,361.41,,,,,,,,,,,,
2017-03-29,362.61,,,,,,,,,,,,
2017-03-30,362.66,,,,,,,,,,,,
2017-03-31,364.8,,,,,,,,,,,,
2017-04-03,365.95,,,,,,,,,,,,
2017-04-04,362.79,,,,,,,,,,,,
2017-04-05,364.47,,,,,,,,,,,,
2017-04-06,363.6,,,,,,,,,,,,
2017-04-07,362.62,,,,,,,,,,,,
2017-04-10,355.81,,,,,,,,,,,,
2017-04-11,355.19,,,,,,,,,,,,
2017-04-12,356.29,,,,,,,,,,,,
2017-04-13,357.78,,,,,,,,,,,,
2017-04-14,355.49,,,,,,,,,,,,
2017-04-17,359.25,,,,,,,,,,,,
2017-04-18,362.35,,,,,,,,,,,,
2017-04-19,362.07,,,,,,,,,,,,
2017-04-20,360.92,,,,,,,,,,,,
2017-04-21,361.54,,,,,,,,,,,,
2017-04-24,358.09,,,,,,,,,,,,
2017-04-25,360.01,,,,,,,,,,,,
2017-04-26,361.06,,,,,,,,,,,,
2017-04-27,359.94,,,,,,,,,,,,
2017-04-28,357.94,,,,,,,,,,,,
2017-05-02,355.94,,,,,,,,,,,,
