날짜,Telecom,Open,High,Low,Close,Volume,거래대금,상장시가총액,open,high,low,close,volume
2010-04-23,3657.38,,,,,,,,,,,,
2010-04-26,3631.38,,,,,,,,,,,,
2010-04-27,3594.27,,,,,,,,,,,,
2010-04-28,3526.33,,,,,,,,,,,,
2010-04-29,3493.78,,,,,,,,,,,,
2010-04-30,3500.58,,,,,,,,,,,,
2010-05-03,3497.38,,,,,,,,,,,,
2010-05-04,3480.22,,,,,,,,,,,,
2010-05-06,3412.83,,,,,,,,,,,,
2010-05-07,3374.22,,,,,,,,,,,,
2010-05-10,3458.4,,,,,,,,,,,,
2010-05-11,3478.4,,,,,,,,,,,,
2010-05-12,3498.98,,,,,,,,,,,,
2010-05-13,3514.68,,,,,,,,,,,,
2010-05-14,3534.21,,,,,,,,,,,,
2010-05-17,3466.49,,,,,,,,,,,,
2010-05-18,3499.37,,,,,,,,,,,,
2010-05-19,3457.8,,,,,,,,,,,,
2010-05-20,3396.54,,,,,,,,,,,,
2010-05-24,3356.89,,,,,,,,,,,,
2010-05-25,3209.26,,,,,,,,,,,,
2010-05-26,3255.15,,,,,,,,,,,,
2010-05-27,3292.67,,,,,,,,,,,,
2010-05-28,3284.08,,,,,,,,,,,,
2010-05-31,3329.74,,,,,,,,,,,,
2010-06-01,3390.03,,,,,,,,,,,,
2010-06-03,3464.87,,,,,,,,,,,,
2010-06-04,3436.21,,,,,,,,,,,,
2010-06-07,3421.23,,,,,,,,,,,,
2010-06-08,3502.08,,,,,,,,,,,,
2010-06-09,3504.41,,,,,,,,,,,,
2010-06-10,3517.32,,,,,,,,,,,,
2010-06-11,3490.02,,,,,,,,,,,,
2010-06-14,3510.32,,,,,,,,,,,,
2010-06-15,3524.45,,,,,,,,,,,,
2010-06-16,3529.26,,,,,,,,,,,,
2010-06-17,3482.74,,,,,,,,,,,,
2010-06-18,3483.22,,,,,,,,,,,,
2010-06-21,3535.6,,,,,,,,,,,,
2010-06-22,3531.01,,,,,,,,,,,,
2010-06-23,3523.14,,,,,,,,,,,,
2010-06-24,3534.08,,,,,,,,,,,,
2010-06-25,3603.44,,,,,,,,,,,,
2010-06-28,3604.16,,,,,,,,,,,,
2010-06-29,3547.91,,,,,,,,,,,,
2010-06-30,3534.59,,,,,,,,,,,,
2010-07-01,3514.63,,,,,,,,,,,,
2010-07-02,3488.08,,,,,,,,,,,,
2010-07-05,3496.74,,,,,,,,,,,,
2010-07-06,3464.63,,,,,,,,,,,,
2010-07-07,3481.44,,,,,,,,,,,,
2010-07-08,3499.31,,,,,,,,,,,,
2010-07-09,3523.58,,,,,,,,,,,,
2010-07-12,3509.97,,,,,,,,,,,,
2010-07-13,3493.14,,,,,,,,,,,,
2010-07-14,3509.96,,,,,,,,,,,,
2010-07-15,3535.26,,,,,,,,,,,,
2010-07-16,3526.32,,,,,,,,,,,,
2010-07-19,3494.37,,,,,,,,,,,,
2010-07-20,3480.38,,,,,,,,,,,,
2010-07-21,3500.82,,,,,,,,,,,,
2010-07-22,3482.88,,,,,,,,,,,,
2010-07-23,3508.07,,,,,,,,,,,,
2010-07-26,3530.03,,,,,,,,,,,,
2010-07-27,3515.58,,,,,,,,,,,,
2010-07-28,3527.96,,,,,,,,,,,,
2010-07-29,3497.41,,,,,,,,,,,,
2010-07-30,3488.86,,,,,,,,,,,,
2010-08-02,3461.43,,,,,,,,,,,,
2010-08-03,3466.58,,,,,,,,,,,,
2010-08-04,3495.07,,,,,,,,,,,,
2010-08-05,3533.28,,,,,,,,,,,,
2010-08-06,3569.67,,,,,,,,,,,,
2010-08-09,3656.8,,,,,,,,,,,,
2010-08-10,3609.02,,,,,,,,,,,,
2010-08-11,3546.53,,,,,,,,,,,,
2010-08-12,3486.18,,,,,,,,,,,,
2010-08-13,3515.77,,,,,,,,,,,,
2010-08-16,3531.66,,,,,,,,,,,,
2010-08-17,3605.57,,,,,,,,,,,,
2010-08-18,3642.76,,,,,,,,,,,,
2010-08-19,3659.76,,,,,,,,,,,,
2010-08-20,3636.04,,,,,,,,,,,,
2010-08-23,3674.32,,,,,,,,,,,,
2010-08-24,3735.49,,,,,,,,,,,,
2010-08-25,3678.46,,,,,,,,,,,,
2010-08-26,3614.45,,,,,,,,,,,,
2010-08-27,3696.62,,,,,,,,,,,,
2010-08-30,3716.27,,,,,,,,,,,,
2010-08-31,3719.28,,,,,,,,,,,,
2010-09-01,3778.45,,,,,,,,,,,,
2010-09-02,3817.6,,,,,,,,,,,,
2010-09-03,3810.0,,,,,,,,,,,,
2010-09-06,3817.49,,,,,,,,,,,,
2010-09-07,3792.05,,,,,,,,,,,,
2010-09-08,3800.45,,,,,,,,,,,,
2010-09-09,3803.57,,,,,,,,,,,,
2010-09-10,3828.07,,,,,,,,,,,,
2010-09-13,3828.7,,,,,,,,,,,,
2010-09-14,3783.96,,,,,,,,,,,,
2010-09-15,3755.17,,,,,,,,,,,,
2010-09-16,3746.84,,,,,,,,,,,,
2010-09-17,3808.44,,,,,,,,,,,,
2010-09-20,3794.55,,,,,,,,,,,,
2010-09-24,3795.38,,,,,,,,,,,,
2010-09-27,3811.43,,,,,,,,,,,,
2010-09-28,3826.72,,,,,,,,,,,,
2010-09-29,3870.65,,,,,,,,,,,,
2010-09-30,3889.62,,,,,,,,,,,,
2010-10-01,3853.88,,,,,,,,,,,,
2010-10-04,3807.76,,,,,,,,,,,,
2010-10-05,3834.83,,,,,,,,,,,,
2010-10-06,3844.04,,,,,,,,,,,,
2010-10-07,3815.16,,,,,,,,,,,,
2010-10-08,3821.56,,,,,,,,,,,,
2010-10-11,3818.14,,,,,,,,,,,,
2010-10-12,3797.56,,,,,,,,,,,,
2010-10-13,3803.2,,,,,,,,,,,,
2010-10-14,3801.84,,,,,,,,,,,,
2010-10-15,3831.58,,,,,,,,,,,,
2010-10-18,3809.59,,,,,,,,,,,,
2010-10-19,3772.22,,,,,,,,,,,,
2010-10-20,3784.65,,,,,,,,,,,,
2010-10-21,3771.16,,,,,,,,,,,,
2010-10-22,3782.9,,,,,,,,,,,,
2010-10-25,3761.52,,,,,,,,,,,,
2010-10-26,3788.2,,,,,,,,,,,,
2010-10-27,3784.93,,,,,,,,,,,,
2010-10-28,3728.51,,,,,,,,,,,,
2010-10-29,3681.22,,,,,,,,,,,,
2010-11-01,3690.19,,,,,,,,,,,,
2010-11-02,3671.58,,,,,,,,,,,,
2010-11-03,3695.45,,,,,,,,,,,,
2010-11-04,3690.78,,,,,,,,,,,,
2010-11-05,3697.06,,,,,,,,,,,,
2010-11-08,3728.67,,,,,,,,,,,,
2010-11-09,3713.34,,,,,,,,,,,,
2010-11-10,3755.03,,,,,,,,,,,,
2010-11-11,3664.48,,,,,,,,,,,,
2010-11-12,3653.34,,,,,,,,,,,,
2010-11-15,3648.37,,,,,,,,,,,,
2010-11-16,3597.93,,,,,,,,,,,,
2010-11-17,3593.68,,,,,,,,,,,,
2010-11-18,3604.77,,,,,,,,,,,,
2010-11-19,3599.69,,,,,,,,,,,,
2010-11-22,3593.2,,,,,,,,,,,,
2010-11-23,3551.57,,,,,,,,,,,,
2010-11-24,3485.03,,,,,,,,,,,,
2010-11-25,3526.47,,,,,,,,,,,,
2010-11-26,3466.31,,,,,,,,,,,,
2010-11-29,3489.55,,,,,,,,,,,,
2010-11-30,3520.46,,,,,,,,,,,,
2010-12-01,3538.22,,,,,,,,,,,,
2010-12-02,3573.72,,,,,,,,,,,,
2010-12-03,3551.86,,,,,,,,,,,,
2010-12-06,3552.24,,,,,,,,,,,,
2010-12-07,3554.03,,,,,,,,,,,,
2010-12-08,3531.26,,,,,,,,,,,,
2010-12-09,3577.42,,,,,,,,,,,,
2010-12-10,3588.53,,,,,,,,,,,,
2010-12-13,3604.58,,,,,,,,,,,,
2010-12-14,3593.75,,,,,,,,,,,,
2010-12-15,3609.31,,,,,,,,,,,,
2010-12-16,3611.07,,,,,,,,,,,,
2010-12-17,3592.52,,,,,,,,,,,,
2010-12-20,3537.92,,,,,,,,,,,,
2010-12-21,3608.35,,,,,,,,,,,,
2010-12-22,3660.92,,,,,,,,,,,,
2010-12-23,3648.14,,,,,,,,,,,,
2010-12-24,3678.0,,,,,,,,,,,,
2010-12-27,3718.54,,,,,,,,,,,,
2010-12-28,3744.52,,,,,,,,,,,,
2010-12-29,3740.51,,,,,,,,,,,,
2010-12-30,3794.35,,,,,,,,,,,,
2011-01-03,3788.39,,,,,,,,,,,,
2011-01-04,3764.52,,,,,,,,,,,,
2011-01-05,3727.12,,,,,,,,,,,,
2011-01-06,3712.92,,,,,,,,,,,,
2011-01-07,3724.2,,,,,,,,,,,,
2011-01-10,3732.39,,,,,,,,,,,,
2011-01-11,3710.14,,,,,,,,,,,,
2011-01-12,3690.54,,,,,,,,,,,,
2011-01-13,3665.99,,,,,,,,,,,,
2011-01-14,3648.74,,,,,,,,,,,,
2011-01-17,3638.76,,,,,,,,,,,,
2011-01-18,3624.33,,,,,,,,,,,,
2011-01-19,3614.54,,,,,,,,,,,,
2011-01-20,3598.71,,,,,,,,,,,,
2011-01-21,3573.17,,,,,,,,,,,,
2011-01-24,3569.9,,,,,,,,,,,,
2011-01-25,3533.79,,,,,,,,,,,,
2011-01-26,3542.25,,,,,,,,,,,,
2011-01-27,3526.1,,,,,,,,,,,,
2011-01-28,3470.45,,,,,,,,,,,,
2011-01-31,3479.59,,,,,,,,,,,,
2011-02-01,3462.21,,,,,,,,,,,,
2011-02-07,3499.44,,,,,,,,,,,,
2011-02-08,3517.98,,,,,,,,,,,,
2011-02-09,3501.1,,,,,,,,,,,,
2011-02-10,3450.75,,,,,,,,,,,,
2011-02-11,3380.71,,,,,,,,,,,,
2011-02-14,3347.91,,,,,,,,,,,,
2011-02-15,3345.78,,,,,,,,,,,,
2011-02-16,3408.1,,,,,,,,,,,,
2011-02-17,3410.42,,,,,,,,,,,,
2011-02-18,3412.0,,,,,,,,,,,,
2011-02-21,3418.2,,,,,,,,,,,,
2011-02-22,3356.41,,,,,,,,,,,,
2011-02-23,3364.14,,,,,,,,,,,,
2011-02-24,3330.66,,,,,,,,,,,,
2011-02-25,3345.0,,,,,,,,,,,,
2011-02-28,3358.24,,,,,,,,,,,,
2011-03-02,3379.53,,,,,,,,,,,,
2011-03-03,3405.11,,,,,,,,,,,,
2011-03-04,3434.37,,,,,,,,,,,,
2011-03-07,3394.75,,,,,,,,,,,,
2011-03-08,3411.87,,,,,,,,,,,,
2011-03-09,3414.66,,,,,,,,,,,,
2011-03-10,3394.46,,,,,,,,,,,,
2011-03-11,3411.98,,,,,,,,,,,,
2011-03-14,3339.31,,,,,,,,,,,,
2011-03-15,3271.01,,,,,,,,,,,,
2011-03-16,3308.38,,,,,,,,,,,,
2011-03-17,3287.86,,,,,,,,,,,,
2011-03-18,3317.03,,,,,,,,,,,,
2011-03-21,3355.2,,,,,,,,,,,,
2011-03-22,3383.07,,,,,,,,,,,,
2011-03-23,3364.06,,,,,,,,,,,,
2011-03-24,3384.93,,,,,,,,,,,,
2011-03-25,3429.45,,,,,,,,,,,,
2011-03-28,3433.68,,,,,,,,,,,,
2011-03-29,3468.56,,,,,,,,,,,,
2011-03-30,3505.37,,,,,,,,,,,,
2011-03-31,3531.11,,,,,,,,,,,,
2011-04-01,3534.11,,,,,,,,,,,,
2011-04-04,3534.1,,,,,,,,,,,,
2011-04-05,3558.25,,,,,,,,,,,,
2011-04-06,3564.35,,,,,,,,,,,,
2011-04-07,3527.7,,,,,,,,,,,,
2011-04-08,3514.45,,,,,,,,,,,,
2011-04-11,3485.7,,,,,,,,,,,,
2011-04-12,3453.15,,,,,,,,,,,,
2011-04-13,3444.9,,,,,,,,,,,,
2011-04-14,3497.62,,,,,,,,,,,,
2011-04-15,3527.09,,,,,,,,,,,,
2011-04-18,3524.8,,,,,,,,,,,,
2011-04-19,3474.38,,,,,,,,,,,,
2011-04-20,3472.76,,,,,,,,,,,,
2011-04-21,3502.5,,,,,,,,,,,,
2011-04-22,3484.07,,,,,,,,,,,,
2011-04-25,3466.15,,,,,,,,,,,,
2011-04-26,3417.87,,,,,,,,,,,,
2011-04-27,3485.16,,,,,,,,,,,,
2011-04-28,3466.93,,,,,,,,,,,,
2011-04-29,3474.97,,,,,,,,,,,,
2011-05-02,3507.96,,,,,,,,,,,,
2011-05-03,3488.83,,,,,,,,,,,,
2011-05-04,3567.31,,,,,,,,,,,,
2011-05-06,3507.67,,,,,,,,,,,,
2011-05-09,3446.19,,,,,,,,,,,,
2011-05-11,3418.13,,,,,,,,,,,,
2011-05-12,3380.11,,,,,,,,,,,,
2011-05-13,3408.45,,,,,,,,,,,,
2011-05-16,3377.2,,,,,,,,,,,,
2011-05-17,3378.99,,,,,,,,,,,,
2011-05-18,3366.88,,,,,,,,,,,,
2011-05-19,3319.29,,,,,,,,,,,,
2011-05-20,3290.52,,,,,,,,,,,,
2011-05-23,3215.74,,,,,,,,,,,,
2011-05-24,3188.88,,,,,,,,,,,,
2011-05-25,3161.92,,,,,,,,,,,,
2011-05-26,3191.99,,,,,,,,,,,,
2011-05-27,3204.02,,,,,,,,,,,,
2011-05-30,3241.04,,,,,,,,,,,,
2011-05-31,3284.24,,,,,,,,,,,,
2011-06-01,3302.68,,,,,,,,,,,,
2011-06-02,3239.6,,,,,,,,,,,,
2011-06-03,3294.01,,,,,,,,,,,,
2011-06-07,3301.87,,,,,,,,,,,,
2011-06-08,3274.9,,,,,,,,,,,,
2011-06-09,3260.73,,,,,,,,,,,,
2011-06-10,3239.39,,,,,,,,,,,,
2011-06-13,3291.7,,,,,,,,,,,,
2011-06-14,3323.21,,,,,,,,,,,,
2011-06-15,3346.62,,,,,,,,,,,,
2011-06-16,3355.38,,,,,,,,,,,,
2011-06-17,3329.51,,,,,,,,,,,,
2011-06-20,3330.41,,,,,,,,,,,,
2011-06-21,3327.43,,,,,,,,,,,,
2011-06-22,3354.66,,,,,,,,,,,,
2011-06-23,3318.76,,,,,,,,,,,,
2011-06-24,3369.74,,,,,,,,,,,,
2011-06-27,3390.95,,,,,,,,,,,,
2011-06-28,3411.93,,,,,,,,,,,,
2011-06-29,3410.34,,,,,,,,,,,,
2011-06-30,3441.93,,,,,,,,,,,,
2011-07-01,3445.07,,,,,,,,,,,,
2011-07-04,3470.86,,,,,,,,,,,,
2011-07-05,3501.01,,,,,,,,,,,,
2011-07-06,3504.54,,,,,,,,,,,,
2011-07-07,3536.82,,,,,,,,,,,,
2011-07-08,3547.46,,,,,,,,,,,,
2011-07-11,3578.31,,,,,,,,,,,,
2011-07-12,3589.89,,,,,,,,,,,,
2011-07-13,3592.97,,,,,,,,,,,,
2011-07-14,3605.29,,,,,,,,,,,,
2011-07-15,3674.04,,,,,,,,,,,,
2011-07-18,3719.56,,,,,,,,,,,,
2011-07-19,3752.27,,,,,,,,,,,,
2011-07-20,3819.91,,,,,,,,,,,,
2011-07-21,3792.54,,,,,,,,,,,,
2011-07-22,3842.12,,,,,,,,,,,,
2011-07-25,3875.35,,,,,,,,,,,,
2011-07-26,3913.69,,,,,,,,,,,,
2011-07-27,4004.28,,,,,,,,,,,,
2011-07-28,4046.65,,,,,,,,,,,,
2011-07-29,4071.2,,,,,,,,,,,,
2011-08-01,4104.36,,,,,,,,,,,,
2011-08-02,4041.43,,,,,,,,,,,,
2011-08-03,3999.43,,,,,,,,,,,,
2011-08-04,3952.34,,,,,,,,,,,,
2011-08-05,3764.34,,,,,,,,,,,,
2011-08-08,3621.64,,,,,,,,,,,,
2011-08-09,3461.12,,,,,,,,,,,,
2011-08-10,3549.55,,,,,,,,,,,,
2011-08-11,3607.68,,,,,,,,,,,,
2011-08-12,3721.08,,,,,,,,,,,,
2011-08-16,3650.17,,,,,,,,,,,,
2011-08-17,3632.45,,,,,,,,,,,,
2011-08-18,3643.37,,,,,,,,,,,,
2011-08-19,3474.58,,,,,,,,,,,,
2011-08-22,3491.36,,,,,,,,,,,,
2011-08-23,3512.64,,,,,,,,,,,,
2011-08-24,3440.59,,,,,,,,,,,,
2011-08-25,3424.95,,,,,,,,,,,,
2011-08-26,3427.7,,,,,,,,,,,,
2011-08-29,3463.6,,,,,,,,,,,,
2011-08-30,3532.81,,,,,,,,,,,,
2011-08-31,3598.41,,,,,,,,,,,,
2011-09-01,3551.05,,,,,,,,,,,,
2011-09-02,3529.8,,,,,,,,,,,,
2011-09-05,3439.57,,,,,,,,,,,,
2011-09-06,3363.97,,,,,,,,,,,,
2011-09-07,3410.46,,,,,,,,,,,,
2011-09-08,3406.65,,,,,,,,,,,,
2011-09-09,3372.08,,,,,,,,,,,,
2011-09-14,3301.54,,,,,,,,,,,,
2011-09-15,3323.93,,,,,,,,,,,,
2011-09-16,3437.33,,,,,,,,,,,,
2011-09-19,3446.56,,,,,,,,,,,,
2011-09-20,3471.38,,,,,,,,,,,,
2011-09-21,3508.88,,,,,,,,,,,,
2011-09-22,3544.62,,,,,,,,,,,,
2011-09-23,3348.26,,,,,,,,,,,,
2011-09-26,3178.91,,,,,,,,,,,,
2011-09-27,3253.44,,,,,,,,,,,,
2011-09-28,3244.6,,,,,,,,,,,,
2011-09-29,3261.59,,,,,,,,,,,,
2011-09-30,3324.24,,,,,,,,,,,,
2011-10-04,3236.48,,,,,,,,,,,,
2011-10-05,3199.68,,,,,,,,,,,,
2011-10-06,3235.16,,,,,,,,,,,,
2011-10-07,3293.14,,,,,,,,,,,,
2011-10-10,3315.4,,,,,,,,,,,,
2011-10-11,3371.57,,,,,,,,,,,,
2011-10-12,3372.74,,,,,,,,,,,,
2011-10-13,3424.51,,,,,,,,,,,,
2011-10-14,3421.57,,,,,,,,,,,,
2011-10-17,3540.69,,,,,,,,,,,,
2011-10-18,3547.09,,,,,,,,,,,,
2011-10-19,3559.61,,,,,,,,,,,,
2011-10-20,3434.81,,,,,,,,,,,,
2011-10-21,3462.86,,,,,,,,,,,,
2011-10-24,3517.1,,,,,,,,,,,,
2011-10-25,3532.21,,,,,,,,,,,,
2011-10-26,3523.78,,,,,,,,,,,,
2011-10-27,3532.56,,,,,,,,,,,,
2011-10-28,3547.68,,,,,,,,,,,,
2011-10-31,3539.2,,,,,,,,,,,,
2011-11-01,3478.75,,,,,,,,,,,,
2011-11-02,3478.31,,,,,,,,,,,,
2011-11-03,3471.7,,,,,,,,,,,,
2011-11-04,3530.51,,,,,,,,,,,,
2011-11-07,3526.01,,,,,,,,,,,,
2011-11-08,3530.46,,,,,,,,,,,,
2011-11-09,3523.39,,,,,,,,,,,,
2011-11-10,3414.79,,,,,,,,,,,,
2011-11-11,3449.4,,,,,,,,,,,,
2011-11-14,3471.64,,,,,,,,,,,,
2011-11-15,3483.38,,,,,,,,,,,,
2011-11-16,3423.91,,,,,,,,,,,,
2011-11-17,3478.43,,,,,,,,,,,,
2011-11-18,3455.47,,,,,,,,,,,,
2011-11-21,3438.35,,,,,,,,,,,,
2011-11-22,3434.56,,,,,,,,,,,,
2011-11-23,3325.45,,,,,,,,,,,,
2011-11-24,3298.72,,,,,,,,,,,,
2011-11-25,3235.81,,,,,,,,,,,,
2011-11-28,3273.85,,,,,,,,,,,,
2011-11-29,3312.81,,,,,,,,,,,,
2011-11-30,3342.76,,,,,,,,,,,,
2011-12-01,3395.85,,,,,,,,,,,,
2011-12-02,3424.72,,,,,,,,,,,,
2011-12-05,3469.84,,,,,,,,,,,,
2011-12-06,3458.91,,,,,,,,,,,,
2011-12-07,3446.78,,,,,,,,,,,,
2011-12-08,3457.36,,,,,,,,,,,,
2011-12-09,3426.36,,,,,,,,,,,,
2011-12-12,3435.24,,,,,,,,,,,,
2011-12-13,3383.82,,,,,,,,,,,,
2011-12-14,3389.83,,,,,,,,,,,,
2011-12-15,3341.5,,,,,,,,,,,,
2011-12-16,3326.03,,,,,,,,,,,,
2011-12-19,3135.49,,,,,,,,,,,,
2011-12-20,3228.41,,,,,,,,,,,,
2011-12-21,3312.29,,,,,,,,,,,,
2011-12-22,3345.96,,,,,,,,,,,,
2011-12-23,3406.86,,,,,,,,,,,,
2011-12-26,3429.62,,,,,,,,,,,,
2011-12-27,3399.81,,,,,,,,,,,,
2011-12-28,3399.37,,,,,,,,,,,,
2011-12-29,3395.62,,,,,,,,,,,,
2012-01-02,3473.78,,,,,,,,,,,,
2012-01-03,3477.16,,,,,,,,,,,,
2012-01-04,3465.09,,,,,,,,,,,,
2012-01-05,3485.29,,,,,,,,,,,,
2012-01-06,3553.16,,,,,,,,,,,,
2012-01-09,3632.78,,,,,,,,,,,,
2012-01-10,3668.61,,,,,,,,,,,,
2012-01-11,3692.21,,,,,,,,,,,,
2012-01-12,3631.9,,,,,,,,,,,,
2012-01-13,3607.47,,,,,,,,,,,,
2012-01-16,3563.09,,,,,,,,,,,,
2012-01-17,3604.89,,,,,,,,,,,,
2012-01-18,3585.16,,,,,,,,,,,,
2012-01-19,3558.03,,,,,,,,,,,,
2012-01-20,3552.16,,,,,,,,,,,,
2012-01-25,3580.46,,,,,,,,,,,,
2012-01-26,3587.83,,,,,,,,,,,,
2012-01-27,3585.81,,,,,,,,,,,,
2012-01-30,3575.47,,,,,,,,,,,,
2012-01-31,3585.65,,,,,,,,,,,,
2012-02-01,3588.4,,,,,,,,,,,,
2012-02-02,3568.3,,,,,,,,,,,,
2012-02-03,3540.55,,,,,,,,,,,,
2012-02-06,3495.48,,,,,,,,,,,,
2012-02-07,3518.38,,,,,,,,,,,,
2012-02-08,3519.93,,,,,,,,,,,,
2012-02-09,3498.36,,,,,,,,,,,,
2012-02-10,3476.31,,,,,,,,,,,,
2012-02-13,3506.42,,,,,,,,,,,,
2012-02-14,3504.72,,,,,,,,,,,,
2012-02-15,3510.42,,,,,,,,,,,,
2012-02-16,3485.75,,,,,,,,,,,,
2012-02-17,3504.65,,,,,,,,,,,,
2012-02-20,3486.03,,,,,,,,,,,,
2012-02-21,3457.98,,,,,,,,,,,,
2012-02-22,3454.49,,,,,,,,,,,,
2012-02-23,3419.72,,,,,,,,,,,,
2012-02-24,3393.88,,,,,,,,,,,,
2012-02-27,3374.65,,,,,,,,,,,,
2012-02-28,3321.52,,,,,,,,,,,,
2012-02-29,3339.53,,,,,,,,,,,,
2012-03-02,3354.02,,,,,,,,,,,,
2012-03-05,3305.24,,,,,,,,,,,,
2012-03-06,3273.41,,,,,,,,,,,,
2012-03-07,3249.22,,,,,,,,,,,,
2012-03-08,3256.25,,,,,,,,,,,,
2012-03-09,3283.53,,,,,,,,,,,,
2012-03-12,3300.54,,,,,,,,,,,,
2012-03-13,3297.31,,,,,,,,,,,,
2012-03-14,3322.81,,,,,,,,,,,,
2012-03-15,3340.37,,,,,,,,,,,,
2012-03-16,3314.25,,,,,,,,,,,,
2012-03-19,3312.91,,,,,,,,,,,,
2012-03-20,3284.06,,,,,,,,,,,,
2012-03-21,3265.89,,,,,,,,,,,,
2012-03-22,3289.66,,,,,,,,,,,,
2012-03-23,3301.39,,,,,,,,,,,,
2012-03-26,3283.57,,,,,,,,,,,,
2012-03-27,3279.01,,,,,,,,,,,,
2012-03-28,3257.67,,,,,,,,,,,,
2012-03-29,3260.6,,,,,,,,,,,,
2012-03-30,3308.52,,,,,,,,,,,,
2012-04-02,3319.26,,,,,,,,,,,,
2012-04-03,3308.66,,,,,,,,,,,,
2012-04-04,3242.65,,,,,,,,,,,,
2012-04-05,3230.29,,,,,,,,,,,,
2012-04-06,3216.28,,,,,,,,,,,,
2012-04-09,3159.55,,,,,,,,,,,,
2012-04-10,3191.34,,,,,,,,,,,,
2012-04-12,3166.57,,,,,,,,,,,,
2012-04-13,3197.94,,,,,,,,,,,,
2012-04-16,3182.91,,,,,,,,,,,,
2012-04-17,3213.85,,,,,,,,,,,,
2012-04-18,3203.83,,,,,,,,,,,,
2012-04-19,3194.12,,,,,,,,,,,,
2012-04-20,3186.57,,,,,,,,,,,,
2012-04-23,3190.41,,,,,,,,,,,,
2012-04-24,3155.02,,,,,,,,,,,,
2012-04-25,3140.54,,,,,,,,,,,,
2012-04-26,3130.55,,,,,,,,,,,,
