날짜,Financial_Investment,Insurance,Investment_Trust,Private_Equity,Bank,Other_Financial,Pension_Fund,Other_Corporate,Individual,Foreign,기타외국인,전체
2020-02-11,220114268410,1221267185,10285066298,-15077646282,267030120,500534605,100913612267,-3809180179,-220390551805,-93433418292,-590982327,0
2020-02-12,164266770390,1692990156,-17966918815,-10342428765,-376082395,308940510,11282724695,22612397829,46016579407,-216327715372,-1167257640,0
2020-02-13,-145806005222,-29758336045,-26959291209,-17258531694,-1050768755,1978232580,-108924150970,54804735042,-3855114377,279485544773,-2656314123,0
2020-02-14,-109597578445,-14301501865,-26694044358,3088828107,2216881479,-1695452705,38357948266,16074416054,-1135633694,94529852785,-843715624,0
2020-02-17,9980344930,-1216757809,-46813816277,-4684758743,-382446065,1760777355,55261564396,19488127889,195999132568,-228711402575,-680765669,0
2020-02-18,-312566873376,-1108767580,-54831971674,-55720254365,-3219063710,2174778560,-102861487091,66459387203,767090594417,-306852843983,1436501599,0
2020-02-19,6702519000,-12609876865,-34084292680,-2484303408,-3227534760,272022565,33657249370,72072815433,160044611463,-221183866315,840656197,0
2020-02-20,-286805480777,-6990842139,-9291060537,-5575393325,2637394300,1570213340,-31129624430,31448065571,192439644739,110712822732,984260526,0
2020-02-21,-339708809539,-1084220302,-33385714935,-17722601727,7504177000,-340411960,-150299878090,33366303351,283713274730,214995011221,2962870251,0
2020-02-24,71284619496,20305526407,30105698119,-16546506503,6504279805,21435831110,58557270225,-18475671930,608404299537,-786023172934,4447826668,0
2020-02-25,-25056824652,19936929315,65697958287,-38742671877,13409702965,-13027510,78278753645,44952723144,610329594445,-769582446524,789308762,0
2020-02-26,-103177570052,21239694820,9233952155,1115274874,12756803305,9357058400,73150106285,61205473824,788626814446,-876221534888,2713926831,0
2020-02-27,-141089904331,13220279210,40687486141,-5712504344,1899091440,4187925675,84893102240,52232887248,346481522844,-398524335554,1724449431,0
2020-02-28,386742415161,22172611715,-18614717901,-15096950798,-1644698760,-10611623380,-5310225950,46225721769,229859076110,-631246859554,-2474748412,0
2020-03-02,96716543432,39515482115,86159218255,50056290746,7718000725,9134122495,-19003414480,54127037680,461573976702,-783180304860,-2816952810,0
2020-03-03,-525749465355,22193447540,51264616170,9559380882,5116504685,2941900640,-12685758969,45475774933,709039361032,-312302636881,5146875323,0
2020-03-04,-234472305586,1638445795,-4951653155,39367137154,2922066705,6805122203,18075175528,23815218152,-3753352061,153352372487,-2798227222,0
2020-03-05,-315208438671,-8771573678,-23495843677,2069295084,-835674475,5605270445,139087336470,26121770101,321308316155,-147287713072,1407255318,0
2020-03-06,-454537484826,24794103565,-24723407694,-38083714626,-1184842460,7367643155,223866804374,34661648481,791505202117,-564065657641,399705555,0
2020-03-09,-381262926335,21099458305,-26920700555,-53554952337,-15917592380,16923221689,393297699216,73876184949,1279952696242,-1312507218705,5014129911,0
2020-03-10,503470609935,38071335759,-96864156085,510238138,-23820092405,8314914690,181597221356,66955074619,311428799305,-987610887688,-2053057624,0
2020-03-11,-358420660945,-7109135775,-43525246587,-43105649097,-2886502290,2531807160,-31284541251,78683693524,1088612946059,-687922945009,4426234211,0
2020-03-12,171442837048,19869281075,-6419948746,32683192715,11603641490,12321572927,34139445097,74589913403,538848382697,-890957142333,1878824627,0
2020-03-13,-47043360847,58725840690,12484609701,7177642985,-13840746377,-5690594287,572977988333,131791474110,446267566799,-1165010706878,2160285771,0
2020-03-16,-530683379588,-11490884793,33302431700,-64675623166,3122874530,1237596325,222657612241,98858222674,926253868992,-681419045089,2836326174,0
2020-03-17,280734875381,-31446982468,-13419121382,-43676021127,-5296103446,-18578990974,181910055393,51833928820,600993518329,-1003035679049,-19479477,0
2020-03-18,-353069020969,-8528256077,-54745249646,-41462373498,-458828378,-9259979150,-47003644588,106684003901,913615877804,-510582612451,4810083052,0
2020-03-19,189339451022,-16303898003,-179924736502,-31937546246,-29440239262,-21601869739,379707194286,82993978828,242101933705,-617883907681,2949639592,0
2020-03-20,-5659961025,57859654519,33622608434,31517894754,6503450633,-7195565178,194939308982,71262198003,200391678268,-584407864262,1166596872,0
2020-03-23,-273734256622,11480468497,-89646976127,-57890449733,-6551901069,-9340119483,64536430684,81597454610,920037692798,-642774449348,2286105793,0
2020-03-24,93259585810,16075294474,178821918583,-6595694808,-3989752179,5321862557,219556719385,42205489467,-462331020121,-81807514174,-516888994,0
2020-03-25,-48462786243,7410706191,8417740066,-70926217571,1650456921,7142774380,-50971716,-10517411155,428336051586,-326186808213,3186465754,0
2020-03-26,-212443939270,-4334165919,-15435829802,-23132003175,14692275402,2880193410,23982205750,27874987469,716581032274,-535002821787,4338065648,0
2020-03-27,-9789463201,-12171380530,-29386015560,19267075269,5737194195,8039186283,148337850409,69245529930,173071170465,-375093409108,2742261848,0
2020-03-30,7853630012,29002861147,25393024630,12136790601,2155774190,13740210525,133315025207,5049125192,198570827314,-427248744804,31475986,0
2020-03-31,-243088083811,-28182212763,-60885234058,7771702239,6951177742,20630240358,6679764302,-23331972500,384523229125,-72074024322,1005413688,0
2020-04-01,-271980568879,-24727464449,-74314795961,-60051279020,-1114957140,10377659559,-198102656485,44350204630,1150755681995,-578244843488,3053019238,0
2020-04-02,86484726834,18706256871,49179801248,-5550588554,-566474227,9310385174,202338472390,-6615176452,270032105559,-623446682449,127173606,0
2020-04-03,-149817873390,-1448372819,24343414600,-16884863422,7006947835,10566083315,42929675352,22885779557,348684914381,-290133442069,1867736660,0
2020-04-06,628511973058,24517612956,50278898689,53409226462,4821088205,4626820970,269928815683,8840089401,-843017214655,-197325605025,-4591705744,0
2020-04-07,46101982544,-10041114326,41664608335,-27065116081,-831544030,740507105,-17700449216,13011665734,149230047248,-196938614652,1828027339,0
2020-04-08,-361380672641,1096040359,34007707867,-8056583589,9604181895,2421355790,40355577534,-35496763784,451982452209,-136032562874,1499267234,0
2020-04-09,-218997199731,10654423002,169477404832,-5264481688,-16375199460,-1400256085,-67661033757,13793887333,294057226398,-180553212592,2268441748,0
2020-04-10,-377485870338,1061925433,-997958391,-43538885315,386319840,3617907172,211036972164,9760620654,251994761846,-56201122308,365329243,0
2020-04-13,-380189065498,-16509962273,-51435378086,-47727015283,-1465307130,798726665,38975239805,-9204605323,758799642450,-295438633496,3396358169,0
2020-04-14,180109390851,2191492618,5071775904,31648192420,2508906250,4403794315,242004387078,16847125750,-453035680022,-29994123106,-1755262058,0
2020-04-16,-100364474662,3112761690,-2685970282,1623130502,1868274890,2975057539,229744808913,43661914707,388811930906,-567700298055,-1047136148,0
2020-04-17,110866191996,-38148503660,31963481987,39323776546,5756031880,-660248235,86537525165,51477137942,-605701408373,322903439276,-4317424524,0
2020-04-20,-384028248534,-13315970808,-11856469186,-19646135311,-1073754780,-187520080,-54755540912,26907759485,955966963362,-493543260942,-4467822294,0
2020-04-21,-183485481646,-8525859496,7480489254,-47373457167,-990280803,1877156676,40635151076,9153655223,709412446501,-529643277363,1459457745,0
2020-04-22,-354448740783,-34688269424,-24117667676,-28791845199,-6100438885,272222210,138034784312,27574252891,317798840795,-36652823747,1119685506,0
2020-04-23,-53329042101,4139508189,33161249416,17721215545,-2105267580,2293322470,98136976500,21769802847,-15559604710,-106322304169,94143593,0
2020-04-24,-222858265455,146104125,-31527009815,-22160878752,-5191396320,-1128482620,-140335772327,21028938969,632768479972,-232198807780,1457090003,0
2020-04-27,305913556166,25122278695,-12066512362,18752439296,-1022004665,238812155,190942312726,2968258203,-549167669529,19244672454,-926143139,0
2020-04-28,-22638061094,11566115225,-9777056657,1786393766,-913686025,4476131870,39396061267,15422725503,85632072279,-126775463702,1824767568,0
2020-04-29,121270867063,-35799971393,-4150057527,7902350178,3054971100,16647238161,143225729085,-915458659,-487025683524,234917802726,872212790,0
2020-05-04,-497511393710,14953299428,-101339556669,-35373813531,-2784452645,17170088934,-201096812619,47918895588,1700069132970,-946253810916,4248423170,0
2020-05-06,93233892541,11372009373,7091953353,-15669390357,-1173916355,16768305560,197415566824,5664800356,-137608008,-319053664162,4488050875,0
2020-05-07,136324699044,-10517876177,-78391907822,-6819237429,277478500,12587654555,3037136157,10206881441,253438455675,-312643327613,-7499956331,0
2020-05-08,181994998382,-22539143379,-26929634251,-9108053049,-5783985965,8623434565,44214462277,27560467581,-243158451676,46810205698,-1684300183,0
2020-05-11,-151663528926,-80941995182,-35635048050,-25719729126,-4507522920,8661076340,-73323000565,21971521508,511225755471,-174575245414,4507716864,0
2020-05-12,-292593393264,8552802173,58226804770,-3777377923,-2210185990,7500310058,-74220154027,3324037795,605736767824,-311050976005,511364589,0
2020-05-13,-12687594087,-10628240050,-4554781284,8934102260,780635765,10217452895,101455167114,8855213530,215359585362,-320674967223,2943425718,0
2020-05-14,-66406055211,-5367401294,10319830488,7089257551,-16604088050,6988209920,-173246332350,2739192732,786578039392,-554105538294,2014885116,0
2020-05-15,41635014283,-2324765780,1893464214,-14692937706,-2347436575,5463581427,212980017143,6033524547,223427606273,-472223764102,155696276,0
2020-05-18,-24534613352,-10780144489,-7274332133,-4126466640,412273945,9589326570,70625238737,29070833416,30079492180,-86409415933,-6652192301,0
2020-05-19,523533775256,1464946434,51834702076,49021178956,14992571090,11391077480,190940387504,-22112996999,-1186900722259,370668256547,-4833176085,0
2020-05-20,-7847241964,-2220575281,21104038065,24751599078,-353719180,7476303937,55231939145,4886949776,-181872162263,80815574782,-1972706095,0
2020-05-21,-342167662805,-31003042024,-23962570729,1415382004,-1560069755,6541259690,2501642117,21407770198,290409441158,73586144503,2831705643,0
2020-05-22,-251334180322,-17982969989,-41187340230,-55865901675,-5798147590,23251159,-76320307813,-12784753749,936149677541,-476771623017,1872295685,0
2020-05-25,-11889005717,-41940626362,64824123062,-30497169128,214566145,-5622698330,59612509479,11076606058,95768889265,-140687333165,-859861307,0
2020-05-26,266036358852,-19348577908,10406954419,-5719572293,-4945200758,-1483961066,96735138833,124085486698,-479912160752,14418388393,-272854418,0
2020-05-27,-64562386227,-8210078915,-1780545476,-7747327806,4087291890,3175594040,2316770064,-33611374305,321618870256,-217565567417,2278753896,0
2020-05-28,103272440637,31942979435,8889912407,-19834298005,-2843768485,2391746495,98697410789,1273725508,-284186886014,60915586763,-518849530,0
2020-05-29,-43444049802,6287310510,57546929508,-14876222997,-4120594730,1806528576,-23324682328,30232708643,189787229664,-198993211679,-901945365,0
2020-06-01,94915389024,55812872396,21944709691,402988788,-2768254010,-1017197310,155746957681,10336861007,-445530901961,108941332384,1215242310,0
2020-06-02,-3450994854,40529748508,-19979242104,25093086901,-657575485,2156580760,-8653868312,22045596425,-9840607700,-50192869484,2950145345,0
2020-06-03,1033177150924,58820112471,96647117623,63244321758,2800665220,-1405744415,-118801671505,-21244390937,-1318196503847,210247249299,-5288306591,0
2020-06-04,478246972416,-58437841921,-82523453561,56199196801,-1318581675,-3307765145,-91034637551,-8789051118,-334865987661,46544353190,-713203775,0
2020-06-05,363028755772,1171319994,-6358654946,16733287053,1137294960,-557162710,30228181749,-17324046374,-319457147553,-72024210052,3422382107,0
2020-06-08,-119156939506,-48350651553,-13246312363,4772471416,-2497596000,-77447405,-193057739493,-14981804001,378966349931,11422555312,-3792886338,0
2020-06-09,-183584552024,-156666956,-62466441075,-2779393342,1496857090,-4101013455,-148284671761,5857389842,413187084204,-23090818932,3922226409,0
2020-06-10,241602767461,-3710586010,28239759056,-14368273990,-5691154148,-3815125810,-26501647704,-1439121584,-169284682951,-47690787195,2658852875,0
2020-06-11,-739977970675,-14226415008,3797742937,-77599544485,-54069138810,-3652741332,-298657256830,28958289962,1271704874846,-120575523886,4297683281,0
2020-06-12,-201746262507,3315910247,-49924769650,-68348252083,524448095,261113777,29696686852,-4843038982,555869629783,-262313343270,-2492122262,0
2020-06-15,-370863724134,-34607619977,-111332680313,-59851649923,-4417654450,-1472213275,-179036000016,-1571234821,1237227978389,-478577899826,4502698346,0
2020-06-16,415519643028,-9617746944,1382667855,-8126531998,4792471050,-2226810570,78291777411,11970650400,-594899604464,108059850746,-5146366514,0
2020-06-17,-177934997092,-15340709607,-21961482819,10427471581,604138890,-213084855,90746802031,13932597045,152536319187,-53067864135,270809774,0
2020-06-18,-28834128188,-40556711305,-13020714539,-21640926233,382567620,-1612139855,22091589132,-48692650399,294318398319,-162186428316,-248856236,0
2020-06-19,-80014501487,-10292502365,-41072112233,-33763501596,-6843292455,-1648572975,-42757775783,573321679,164729643254,46825859267,4263434694,0
2020-06-22,-24955479634,-30602578491,-25746494800,-38236656812,-12391198135,265678245,-61697194872,16479526436,430221257026,-251991426265,-1345432698,0
2020-06-23,-142715661760,-3603645155,-66309615245,-16693817686,-13920237510,-1389080625,-36800350886,-16122376551,350375286860,-54739797151,1919295709,0
2020-06-24,26582892337,-2868538560,2379543504,14889596609,-498459858130,1039677990,66175034615,47567034205,-7258459430,351591847639,-1638770779,0
2020-06-25,-665401387549,-34992485975,-90124135919,-52681887419,279534370,-62567860,-202488837556,20571037850,1301257996361,-280237664239,3880397936,0
2020-06-26,-196012681249,-409774635,-18082745489,-31226525465,-1537360200,-3954293450,86479837292,49807147658,53307786082,60234239249,1394370207,0
2020-06-29,-241769861538,-11293430571,-20055348755,-47829263553,-11275444400,-1904342930,-17709495980,5324795675,575173445882,-232750700615,4089646785,0
2020-06-30,133780965486,-842591855,15426638165,-31464300817,1309409565,-752752300,122297895200,-2777408093,-165191288664,-73253070581,1466503894,0
2020-07-01,190170637002,5292511119,-7145126843,-29892828512,2791037360,-3507151290,-6931770106,4396125116,8797460835,-163697466475,-273428206,0
2020-07-02,245879244547,12305562583,-47386625780,-24923755441,1670643180,-2445654445,31212547921,8650409287,-213346218143,-17090119320,5473965611,0
2020-07-03,99921944284,-20762520663,-38220363897,-12469106495,2392196777,-1107120920,77013177762,-30281461495,-88357891202,14807227951,-2936082102,0
2020-07-06,562340278084,3617405782,-6249586390,13777300862,713464850,-1020049680,49998085700,-4772170096,-361022041527,-261651181570,4268493985,0
2020-07-07,-100741129964,-31943167256,-78772550770,-38878437229,6177973445,-10156550560,-205052270102,-7001081187,857867310326,-385930013451,-5570083252,0
2020-07-08,-139385853388,-24465233290,-72409055050,-49217214953,-764511615,-1577447010,11050205862,-4049243459,622905832538,-339938816036,-2148663599,0
2020-07-09,-162794544583,-30799763463,-13547551462,-15934111823,1776803315,-2868406010,-63705161492,-39000106672,316764393215,6473537500,3634911475,0
2020-07-10,-446065568014,-16574745261,-65411161275,-45392820698,2520791555,858204940,-137699321429,15582024053,1037328317694,-347575395140,2429673575,0
2020-07-13,91846058861,-5010663421,-6036944742,-185347883,-324067240,-1907175230,122450681983,-12367612888,-290767450390,105347629900,-3045108950,0
2020-07-14,-167818176596,-45738373350,-20124957770,-26839906098,-173973315,-8543742057,-126572132422,-27826440785,418617880179,7106230153,-2086407939,0
2020-07-15,446795925127,-41823153087,-8151846838,454021254,905324575,-4253758090,-59227464225,-3818456342,-599582470493,274253941884,-5552063765,0
2020-07-16,-26387048343,-9707081466,-32185293329,-13694290603,-619643930,-3868972060,-97027517070,16560652926,300551404732,-132218803387,-1403407470,0
2020-07-17,23764290083,22487095096,2441365076,-24411303565,5357900045,-2496867145,9380197119,-37236153021,-112084425373,116743952277,-3946050592,0
2020-07-20,-168974366039,-70378412649,-43526378553,-6179825042,-404664335,-893757320,-38856780861,-2465932145,407008944139,-73922780730,-1406046465,0
2020-07-21,320115335617,-18671794200,-49408693844,-51111931554,-13191448165,-2584414800,-41621607532,-20657583943,-567689025876,448346910408,-3525746111,0
2020-07-22,-73648536956,-23258154608,-54326861630,-52886431154,1678577455,-1583010665,-37823020805,-17498921313,260404245931,-309944496,-747941759,0
2020-07-23,-350605612532,-278830658,-111954291709,-61560904787,-8160794270,3793682210,-58103018831,13946166150,776846585462,-200769676924,-3153304111,0
2020-07-24,-117278776086,-54495706027,-43108943887,-41171705613,-4297051625,-845603120,-106635132257,-7893387943,288087581313,84137598343,3501126902,0
2020-07-27,196814207722,-1990573380,13116707663,2934684174,-17929306275,-5781447505,-47631022537,1640977787,-299557295661,167665741165,-9282673153,0
2020-07-28,-144032456341,-52578355143,7470948628,24362248028,1164911085,-7634743510,-50747147191,-34480009816,-1049525454135,1311287805958,-5287747563,0
2020-07-29,-134565598271,-29555505049,-36874833365,-32937822753,-755015205,-9196758565,-92872563625,-4410234892,47601041896,297991696347,-4424406518,0
2020-07-30,42336498359,-17117225388,-43875218760,1111677502,-287652455,-1253544340,-215126801581,3047945588,6450031427,222800182948,1914106700,0
2020-07-31,-265892751913,-12946738402,-41726097295,-29204729395,-687351990,-449744310,-35176443804,-29907487496,471619381748,-54762683511,-865353632,0
2020-08-03,-284138979151,-10798921015,-45596009535,4488489943,-45777285,-509406120,-42933008756,24561590194,623710512965,-271914698650,3176207410,0
2020-08-04,39178316678,-49253836250,-17849457283,-2653311685,1381958870,-5393196190,-114209125294,22726438017,184385652051,-61519372990,3205934076,0
2020-08-05,-127660754324,-44108537217,-50404044136,-36684770344,-1806299570,-2952808435,-102942359811,-13324122536,431506723318,-45639756176,-5983270769,0
2020-08-06,224710110165,-51664275535,-54866289613,-44452681516,4619087550,-13822438940,-144615281912,1270184959,-85024767656,168457075615,-4610723117,0
2020-08-07,-401846552278,-63998887806,-80704208135,-50629061479,-2642088570,-3945083330,-183277675352,7266258165,853433435763,-72993744536,-662392442,0
2020-08-10,16810286734,-83827919013,-71904059891,-36481838551,1343734390,-14436569305,-43019935041,6985268639,352305774375,-132983928649,5209186312,0
2020-08-11,382247821653,-69115251148,-90782395800,-39049650720,-6334259605,-9111627255,-129218552624,-11685276869,-173712910806,151214573526,-4452470352,0
2020-08-12,-40383749656,3692632911,-56036423739,-21332220130,1058405030,-651492090,-88894450559,5422006412,350933116495,-154963706228,1155881554,0
2020-08-13,481649701987,2710797597,-157983309153,-14599914232,6845907995,252507973,-131607193382,580355128,154253491237,-347592189841,5489844691,0
2020-08-14,280066678838,-15447809625,-124545897009,-73051235963,-560188720,-6272980060,-184556136692,-10058057080,596298787649,-464111659505,2238498167,0
2020-08-18,661480243583,30607016233,-71013687998,-40678657242,549304370,-2603486725,-102245838124,-22262771246,-527155226970,74531182333,-1208078214,0
2020-08-19,14249071942,-18724467955,-115901738833,6334257482,-3772354925,-2668244195,-81717961612,10383998783,458350620046,-266234080840,-299099893,0
2020-08-20,-485015566367,-82238114054,-97504303174,-65286238895,-486560090,-1124411415,-89725005395,20262701793,1073877558167,-280518503054,7758442484,0
2020-08-21,107767255107,-830473901,-113440858106,-24162693677,-3984014615,362332549,866992327,-27344017334,-136202612250,198201893794,-1233803894,0
2020-08-24,24701494412,5517253445,-34701175045,1149777123,3370775565,-1077125655,5094849202,58359439667,-259981169589,199245828552,-1679947677,0
2020-08-25,-133751981156,15519059366,-17381211765,10257735681,-2749692020,-355978910,5113944967,37247309002,-70910443232,157154854463,-143596396,0
2020-08-26,-351772291682,12034799680,-17489040340,-3215298738,165920465,3288667539,-55531699456,28586464141,192947161665,189602866934,1382449792,0
2020-08-27,-343183612796,-18225101300,-54800689109,-17417496774,748967400,-597318985,-39157324701,30785420596,466361394850,-25698232160,1183992979,0
2020-08-28,188679130355,-36627199722,-29710058029,2038706818,-4130496302,-2600065835,4887163271,-14110846583,115820653261,-224962279704,715292470,0
2020-08-31,95331045246,1758739408,-54706989735,-8254685535,-18406499745,1115312130,-23435923320,69676518997,1569558400661,-1636163299557,3527381450,0
2020-09-01,79006659880,-4541229614,-46406743620,-11167788426,-43805069420,939120620,-30631948509,23397972870,238958352723,-208372323255,2622996751,0
2020-09-02,-4136111906,-8519926026,-37669138283,-18791800040,-1793109685,-1545387790,-7424389620,1713729188,334212637947,-254087096961,-1959406824,0
2020-09-03,-57181442568,-9961364878,-48280968256,31028603040,-3567408060,2367931040,-49504456515,36425947193,-95201901026,192140942149,1734117881,0
2020-09-04,-511106549316,-27495908059,-56536331021,-81818517789,141607010,1991379980,-104986286736,-37856820185,1285426185541,-471480341520,3721582095,0
2020-09-07,-147244590632,-35334766404,-19165284170,4736818427,-9529588545,-307034305,-90706733787,66491126,548283200527,-251297079199,498566962,0
2020-09-08,55746373766,-36293118508,-81727651215,-26927526585,1836679150,3119074110,63380240952,14974442256,35764938244,-33685693968,3812241798,0
2020-09-09,-94947563857,6761130424,-92479156694,-58622343397,-6044774285,260679185,-184750537022,28511957493,512931330951,-113636147130,2015424332,0
2020-09-10,-119367409096,-24159969517,-97331578072,-28703994642,3437889100,-112976200,-205889759171,24017783717,66292571917,382077896578,-260454614,0
2020-09-11,-127636031880,-7379937505,-54202164152,-27059836369,-579839465,527385965,-94623895998,7443496753,453333427638,-151286804016,1464199029,0
2020-09-14,206360816659,29977250580,-46969098741,1593838491,1153309285,-1691886040,-83005026468,37438100958,-287560944297,143904569546,-1200929973,0
2020-09-15,-103572290763,-23282988701,-80234673654,-10090874683,1754367480,912157575,14359409442,23402541941,-76467331182,250383389827,2836292718,0
2020-09-16,-111813922367,-18382262664,-108771678951,-28192249647,-2123508775,1054450085,-36877092358,-17362215520,143224132799,175094646714,4149700684,0
2020-09-17,-213892266097,-7727914641,-28949747713,-42120636659,1551928965,-483201235,-44188937311,1464899609,458717921215,-125557327397,1185281264,0
2020-09-18,76255594199,-15064379415,-27876534934,-36458792160,-3812408270,265475760,-9092770371,9003233750,-140544856131,145251234341,2074203231,0
2020-09-21,113770450124,735559865,-21435330554,-25864877608,-2566993680,1868024935,-27318519940,-1927527183,41029892805,-73717097225,-4573581539,0
2020-09-22,-489844726236,-2997394124,-40139271784,-52510280697,-6754659665,-4903913965,-171955155390,-207915420741,991283998907,-17141320012,2878143707,0
2020-09-23,-259880722499,20745188,-12971682306,-7731265561,1886079335,11466209584,-13231137455,12950631448,325210007216,-55931247869,-1787617081,0
2020-09-24,-68527037521,7193338072,-2542183300,-45528323571,-1821208825,1779018130,-47627900350,20411653246,328908664473,-191458260368,-787759986,0
2020-09-25,78901648085,-6052686029,-2423850720,-4498914455,-2169640650,1324988720,7674447251,-2504792591,19546954304,-89862537014,64383099,0
2020-09-28,181568129675,712447191,11530795535,913831126,515396820,-389595014,-44640246995,14280479021,-105578315538,-57967699386,-945222435,0
2020-09-29,201763668011,30707596892,37835958925,25587646624,1252350850,-431492190,-154272056090,42535889233,-111424651929,-71155564489,-2399345837,0
2020-10-05,248664489877,34636698227,18122755011,19051078457,564350865,-5986771730,70153089790,-9162015882,-550009337543,174320313846,-354650918,0
2020-10-06,-28686523048,-7047970323,5173644044,21716028598,-240669050,3741837737,25125416959,12142686948,-204480463577,170135050205,2420961507,0
2020-10-07,393406062367,8086225085,-19415472355,1639300554,650108290,1526473760,44331235530,11138680019,-346023285147,-97517415660,2178087557,0
2020-10-08,-556974953216,-1707868391,26313371721,16642676750,-890168285,988616405,-99367219700,20563961206,-165927808651,761011343095,-651950934,0
2020-10-12,78876868537,-4117680348,6292243081,-17820496881,577072570,-1837515010,22481600584,12302829046,-235997292897,139643674021,-401302703,0
2020-10-13,-111777383771,-7236977040,-1673720728,-5800107294,242822680,581544310,-51709454451,-3081218898,-33223745889,212661660604,1016580477,0
2020-10-14,-95728183068,-34150295080,-38730919141,-33628191649,-1811807075,863970340,-172467395343,-2559145629,412751090394,-36707922210,2168798461,0
2020-10-15,-36571016171,21080435730,12246222745,-77299549435,-1536336340,-9160608410,-25675138358,-192857571195,328196228522,-16182722381,-2239944707,0
2020-10-16,87512943006,-23875653048,-56483534857,-52590115831,-2214922625,4990258875,-160982645500,-114577008076,489248174810,-171313182293,285685539,0
2020-10-19,450632538794,-12313734394,28969203231,-8432510530,-1172449695,1415514885,-162281182799,11227453336,-342443783404,37728662632,-3329712056,0
2020-10-20,222292086782,-7279037536,11287392989,-37021472875,-175143880,-1963383025,73340635290,-11733724465,-292477647727,43115725959,614568488,0
2020-10-21,215094392519,47174991158,15294075173,-31701962205,860280865,2405028165,-106480061368,10256356894,-128319734838,-23850867915,-732498448,0
2020-10-22,43305601376,30468190439,-46742577204,-7032147648,-550646165,1262497635,-13115555140,-2053040421,67879728017,-73842372675,420321786,0
