date,US_M3
1994-09-05,4319.0
1994-09-12,4327.1
1994-09-19,4330.4
1994-09-26,4338.0
1994-10-03,4329.2
1994-10-10,4339.5
1994-10-17,4338.7
1994-10-24,4342.1
1994-10-31,4342.7
1994-11-07,4346.7
1994-11-14,4355.5
1994-11-21,4358.6
1994-11-28,4359.1
1994-12-05,4361.7
1994-12-12,4367.5
1994-12-19,4371.6
1994-12-26,4372.2
1995-01-02,4375.4
1995-01-09,4384.0
1995-01-16,4393.2
1995-01-23,4399.5
1995-01-30,4403.3
1995-02-06,4393.7
1995-02-13,4390.5
1995-02-20,4392.9
1995-02-27,4407.6
1995-03-06,4401.5
1995-03-13,4412.5
1995-03-20,4417.8
1995-03-27,4428.9
1995-04-03,4415.9
1995-04-10,4424.0
1995-04-17,4430.6
1995-04-24,4444.8
1995-05-01,4458.7
1995-05-08,4459.6
1995-05-15,4469.4
1995-05-22,4480.8
1995-05-29,4489.8
1995-06-05,4499.4
1995-06-12,4515.2
1995-06-19,4515.9
1995-06-26,4519.8
1995-07-03,4520.9
1995-07-10,4524.2
1995-07-17,4536.5
1995-07-24,4548.0
1995-07-31,4560.4
1995-08-07,4567.0
1995-08-14,4566.6
1995-08-21,4578.1
1995-08-28,4584.6
1995-09-04,4589.3
1995-09-11,4595.3
1995-09-18,4596.1
1995-09-25,4597.6
1995-10-02,4601.9
1995-10-09,4611.0
1995-10-16,4613.4
1995-10-23,4617.3
1995-10-30,4615.5
1995-11-06,4618.3
1995-11-13,4621.4
1995-11-20,4623.1
1995-11-27,4631.3
1995-12-04,4630.7
1995-12-11,4627.2
1995-12-18,4628.8
1995-12-25,4641.1
1996-01-01,4653.3
1996-01-08,4665.1
1996-01-15,4680.4
1996-01-22,4671.1
1996-01-29,4664.9
1996-02-05,4674.9
1996-02-12,4694.7
1996-02-19,4699.9
1996-02-26,4713.9
1996-03-04,4726.8
1996-03-11,4727.7
1996-03-18,4733.9
1996-03-25,4740.1
1996-04-01,4744.1
1996-04-08,4746.3
1996-04-15,4749.5
1996-04-22,4754.6
1996-04-29,4758.5
1996-05-06,4779.5
1996-05-13,4786.9
1996-05-20,4786.7
1996-05-27,4790.9
1996-06-03,4800.7
1996-06-10,4808.1
1996-06-17,4811.7
1996-06-24,4810.2
1996-07-01,4819.9
1996-07-08,4831.4
1996-07-15,4834.2
1996-07-22,4841.7
1996-07-29,4841.8
1996-08-05,4844.8
1996-08-12,4856.6
1996-08-19,4855.1
1996-08-26,4865.3
1996-09-02,4863.6
1996-09-09,4873.3
1996-09-16,4883.1
1996-09-23,4894.1
1996-09-30,4897.6
1996-10-07,4910.6
1996-10-14,4920.0
1996-10-21,4932.6
1996-10-28,4933.9
1996-11-04,4938.6
1996-11-11,4938.4
1996-11-18,4945.1
1996-11-25,4949.4
1996-12-02,4960.8
1996-12-09,4975.7
1996-12-16,4983.7
1996-12-23,4993.1
1996-12-30,4994.3
1997-01-06,5002.3
1997-01-13,5009.2
1997-01-20,5010.4
1997-01-27,5021.3
1997-02-03,5025.7
1997-02-10,5040.8
1997-02-17,5045.8
1997-02-24,5051.1
1997-03-03,5056.8
1997-03-10,5077.9
1997-03-17,5077.9
1997-03-24,5085.1
1997-03-31,5087.9
1997-04-07,5107.2
1997-04-14,5115.9
1997-04-21,5128.1
1997-04-28,5128.7
1997-05-05,5130.3
1997-05-12,5138.7
1997-05-19,5146.6
1997-05-26,5154.8
1997-06-02,5163.7
1997-06-09,5165.8
1997-06-16,5165.9
1997-06-23,5181.5
1997-06-30,5198.1
1997-07-07,5230.1
1997-07-14,5227.6
1997-07-21,5233.5
1997-07-28,5241.3
1997-08-04,5254.5
1997-08-11,5271.3
1997-08-18,5288.4
1997-08-25,5308.1
1997-09-01,5323.9
1997-09-08,5328.2
1997-09-15,5330.7
1997-09-22,5332.8
1997-09-29,5341.1
1997-10-06,5357.1
1997-10-13,5373.0
1997-10-20,5374.6
1997-10-27,5383.2
1997-11-03,5401.0
1997-11-10,5404.5
1997-11-17,5411.3
1997-11-24,5423.1
1997-12-01,5440.2
1997-12-08,5453.3
1997-12-15,5459.0
1997-12-22,5461.0
1997-12-29,5464.8
1998-01-05,5491.1
1998-01-12,5511.2
1998-01-19,5509.2
1998-01-26,5513.5
1998-02-02,5514.9
1998-02-09,5531.4
1998-02-16,5540.6
1998-02-23,5551.2
1998-03-02,5576.4
1998-03-09,5603.6
1998-03-16,5616.2
1998-03-23,5613.6
1998-03-30,5613.1
1998-04-06,5652.9
1998-04-13,5654.0
1998-04-20,5642.6
1998-04-27,5633.1
1998-05-04,5662.4
1998-05-11,5677.6
1998-05-18,5682.8
1998-05-25,5693.6
1998-06-01,5711.5
1998-06-08,5732.1
1998-06-15,5729.3
1998-06-22,5724.9
1998-06-29,5727.2
1998-07-06,5744.3
1998-07-13,5738.0
1998-07-20,5743.9
1998-07-27,5755.6
1998-08-03,5777.1
1998-08-10,5806.4
1998-08-17,5813.6
1998-08-24,5818.3
1998-08-31,5835.9
1998-09-07,5874.5
1998-09-14,5879.7
1998-09-21,5886.2
1998-09-28,5887.7
1998-10-05,5910.9
1998-10-12,5931.7
1998-10-19,5954.5
1998-10-26,5979.0
1998-11-02,5989.8
1998-11-09,5995.9
1998-11-16,6006.7
1998-11-23,6012.3
1998-11-30,6032.2
1998-12-07,6053.6
1998-12-14,6047.9
1998-12-21,6050.1
1998-12-28,6051.1
1999-01-04,6063.3
1999-01-11,6071.5
1999-01-18,6082.6
1999-01-25,6078.0
1999-02-01,6105.3
1999-02-08,6131.2
1999-02-15,6133.5
1999-02-22,6142.9
1999-03-01,6132.8
1999-03-08,6127.7
1999-03-15,6128.6
1999-03-22,6130.2
1999-03-29,6135.6
1999-04-05,6156.3
1999-04-12,6164.4
1999-04-19,6181.8
1999-04-26,6183.4
1999-05-03,6173.0
1999-05-10,6192.1
1999-05-17,6194.0
1999-05-24,6204.1
1999-05-31,6223.0
1999-06-07,6224.0
1999-06-14,6232.8
1999-06-21,6243.9
1999-06-28,6245.8
1999-07-05,6250.3
1999-07-12,6273.4
1999-07-19,6269.3
1999-07-26,6273.6
1999-08-02,6273.1
1999-08-09,6297.0
1999-08-16,6303.0
1999-08-23,6301.7
1999-08-30,6301.7
1999-09-06,6306.7
1999-09-13,6319.7
1999-09-20,6324.7
1999-09-27,6330.1
1999-10-04,6343.2
1999-10-11,6361.6
1999-10-18,6373.9
1999-10-25,6387.7
1999-11-01,6416.0
1999-11-08,6437.8
1999-11-15,6465.8
1999-11-22,6480.4
1999-11-29,6477.9
1999-12-06,6499.7
1999-12-13,6528.6
1999-12-20,6555.7
1999-12-27,6580.0
2000-01-03,6612.4
2000-01-10,6593.0
2000-01-17,6594.6
2000-01-24,6603.7
2000-01-31,6625.4
2000-02-07,6635.1
2000-02-14,6634.8
2000-02-21,6648.3
2000-02-28,6645.4
2000-03-06,6677.0
2000-03-13,6707.1
2000-03-20,6700.4
2000-03-27,6715.4
2000-04-03,6725.5
2000-04-10,6761.9
2000-04-17,6772.0
2000-04-24,6781.8
2000-05-01,6771.9
2000-05-08,6767.2
2000-05-15,6778.4
2000-05-22,6771.1
2000-05-29,6783.3
2000-06-05,6805.6
2000-06-12,6817.7
2000-06-19,6822.1
2000-06-26,6829.7
2000-07-03,6848.7
2000-07-10,6864.3
2000-07-17,6874.7
2000-07-24,6883.4
2000-07-31,6889.9
2000-08-07,6916.9
2000-08-14,6930.9
2000-08-21,6954.7
2000-08-28,6961.2
2000-09-04,6982.5
2000-09-11,6990.3
2000-09-18,7013.2
2000-09-25,7008.9
2000-10-02,7017.8
2000-10-09,7023.0
2000-10-16,7031.9
2000-10-23,7036.5
2000-10-30,7018.6
2000-11-06,7033.0
2000-11-13,7034.3
2000-11-20,7029.0
2000-11-27,7045.8
2000-12-04,7061.6
2000-12-11,7070.1
2000-12-18,7107.9
2000-12-25,7147.9
2001-01-01,7186.9
2001-01-08,7211.6
2001-01-15,7241.8
2001-01-22,7253.3
2001-01-29,7240.4
2001-02-05,7268.6
2001-02-12,7297.8
2001-02-19,7313.3
2001-02-26,7331.5
2001-03-05,7349.4
2001-03-12,7338.4
2001-03-19,7336.7
2001-03-26,7401.7
2001-04-02,7450.0
2001-04-09,7476.9
2001-04-16,7515.6
2001-04-23,7522.6
2001-04-30,7526.0
2001-05-07,7517.4
2001-05-14,7535.9
2001-05-21,7574.9
2001-05-28,7598.9
2001-06-04,7630.4
2001-06-11,7631.2
2001-06-18,7644.4
2001-06-25,7644.1
2001-07-02,7676.9
2001-07-09,7684.3
2001-07-16,7699.2
2001-07-23,7703.1
2001-07-30,7686.4
2001-08-06,7686.0
2001-08-13,7689.4
2001-08-20,7676.3
2001-08-27,7705.1
2001-09-03,7743.7
2001-09-10,7742.5
2001-09-17,7923.6
2001-09-24,7916.9
2001-10-01,7881.4
2001-10-08,7896.4
2001-10-15,7896.5
2001-10-22,7884.4
2001-10-29,7905.5
2001-11-05,7935.5
2001-11-12,7969.3
2001-11-19,7971.8
2001-11-26,7985.2
2001-12-03,8007.6
2001-12-10,8017.7
2001-12-17,8048.2
2001-12-24,8045.0
2001-12-31,8043.2
2002-01-07,8039.6
2002-01-14,8045.4
2002-01-21,8067.4
2002-01-28,8087.4
2002-02-04,8099.0
2002-02-11,8105.9
2002-02-18,8112.4
2002-02-25,8113.9
2002-03-04,8113.7
2002-03-11,8114.4
2002-03-18,8107.4
2002-03-25,8122.6
2002-04-01,8129.3
2002-04-08,8134.1
2002-04-15,8137.4
2002-04-22,8145.0
2002-04-29,8153.9
2002-05-06,8157.6
2002-05-13,8171.9
2002-05-20,8177.2
2002-05-27,8192.3
2002-06-03,8172.6
2002-06-10,8168.6
2002-06-17,8183.9
2002-06-24,8221.0
2002-07-01,8198.9
2002-07-08,8207.1
2002-07-15,8224.5
2002-07-22,8259.0
2002-07-29,8284.5
2002-08-05,8271.3
2002-08-12,8282.1
2002-08-19,8305.1
2002-08-26,8314.0
2002-09-02,8316.4
2002-09-09,8314.3
2002-09-16,8335.7
2002-09-23,8330.5
2002-09-30,8348.9
2002-10-07,8339.5
2002-10-14,8357.5
2002-10-21,8365.6
2002-10-28,8393.4
2002-11-04,8405.2
2002-11-11,8450.5
2002-11-18,8518.3
2002-11-25,8546.7
2002-12-02,8543.9
2002-12-09,8561.4
2002-12-16,8580.8
2002-12-23,8574.7
2002-12-30,8560.2
2003-01-06,8560.2
2003-01-13,8561.5
2003-01-20,8589.8
2003-01-27,8613.6
2003-02-03,8622.0
2003-02-10,8634.1
2003-02-17,8639.2
2003-02-24,8624.8
2003-03-03,8607.4
2003-03-10,8626.9
2003-03-17,8663.1
2003-03-24,8658.3
2003-03-31,8661.7
2003-04-07,8661.5
2003-04-14,8660.7
2003-04-21,8681.1
2003-04-28,8722.1
2003-05-05,8736.6
2003-05-12,8737.8
2003-05-19,8733.8
2003-05-26,8749.4
2003-06-02,8749.0
2003-06-09,8752.3
2003-06-16,8769.3
2003-06-23,8808.7
2003-06-30,8845.2
2003-07-07,8889.7
2003-07-14,8882.1
2003-07-21,8872.2
2003-07-28,8887.5
2003-08-04,8932.1
2003-08-11,8935.1
2003-08-18,8931.6
2003-08-25,8893.3
2003-09-01,8899.7
2003-09-08,8899.1
2003-09-15,8918.1
2003-09-22,8902.0
2003-09-29,8908.2
2003-10-06,8885.4
2003-10-13,8894.4
2003-10-20,8898.5
2003-10-27,8906.0
2003-11-03,8893.7
2003-11-10,8879.2
2003-11-17,8881.2
2003-11-24,8878.0
2003-12-01,8874.0
2003-12-08,8866.9
2003-12-15,8865.4
2003-12-22,8876.9
2003-12-29,8868.8
2004-01-05,8900.7
2004-01-12,8911.4
2004-01-19,8921.1
2004-01-26,8951.5
2004-02-02,8966.3
2004-02-09,8974.9
2004-02-16,8998.2
2004-02-23,9014.1
2004-03-01,9025.6
2004-03-08,9030.6
2004-03-15,9068.1
2004-03-22,9092.5
2004-03-29,9123.7
2004-04-05,9126.3
2004-04-12,9120.6
2004-04-19,9132.2
2004-04-26,9173.4
2004-05-03,9215.9
2004-05-10,9231.9
2004-05-17,9263.6
2004-05-24,9240.1
2004-05-31,9250.5
2004-06-07,9248.5
2004-06-14,9273.1
2004-06-21,9286.3
2004-06-28,9297.6
2004-07-05,9257.9
2004-07-12,9265.3
2004-07-19,9282.0
2004-07-26,9304.5
2004-08-02,9300.9
2004-08-09,9299.5
2004-08-16,9308.9
2004-08-23,9328.3
2004-08-30,9323.0
2004-09-06,9318.6
2004-09-13,9327.5
2004-09-20,9365.7
2004-09-27,9386.4
2004-10-04,9358.8
2004-10-11,9343.0
2004-10-18,9344.5
2004-10-25,9369.6
2004-11-01,9384.9
2004-11-08,9387.2
2004-11-15,9384.3
2004-11-22,9396.2
2004-11-29,9411.7
2004-12-06,9422.8
2004-12-13,9414.1
2004-12-20,9420.8
2004-12-27,9458.7
2005-01-03,9460.2
2005-01-10,9462.0
2005-01-17,9482.2
2005-01-24,9499.9
2005-01-31,9519.4
2005-02-07,9502.7
2005-02-14,9510.1
2005-02-21,9549.9
2005-02-28,9565.5
2005-03-07,9550.9
2005-03-14,9550.5
2005-03-21,9561.5
2005-03-28,9588.9
2005-04-04,9587.9
2005-04-11,9593.2
2005-04-18,9622.4
2005-04-25,9652.7
2005-05-02,9640.7
2005-05-09,9645.9
2005-05-16,9651.0
2005-05-23,9672.3
2005-05-30,9687.8
2005-06-06,9690.0
2005-06-13,9716.8
2005-06-20,9722.5
2005-06-27,9752.0
2005-07-04,9733.7
2005-07-11,9728.8
2005-07-18,9753.2
2005-07-25,9785.2
2005-08-01,9797.9
2005-08-08,9808.3
2005-08-15,9842.6
2005-08-22,9893.9
2005-08-29,9908.8
2005-09-05,9927.1
2005-09-12,9931.4
2005-09-19,9939.6
2005-09-26,9977.0
2005-10-03,9992.8
2005-10-10,10008.1
2005-10-17,10034.3
2005-10-24,10055.2
2005-10-31,10049.4
2005-11-07,10036.8
2005-11-14,10064.3
2005-11-21,10104.2
2005-11-28,10108.5
2005-12-05,10098.6
2005-12-12,10122.9
2005-12-19,10142.2
2005-12-26,10193.4
2006-01-02,10213.0
2006-01-09,10233.9
2006-01-16,10236.1
2006-01-23,10255.4
2006-01-30,10250.0
2006-02-06,10259.5
2006-02-13,10261.1
2006-02-20,10314.7
2006-02-27,10347.2
2006-03-06,10344.8
2006-03-13,10336.3
