Date,Close,High,Low,Open,Volume
2026-02-27,19.860000610351562,21.739999771118164,18.770000457763672,19.280000686645508,0
2026-03-02,21.440000534057617,25.239999771118164,20.3700008392334,24.65999984741211,0
2026-03-03,23.56999969482422,28.149999618530273,22.18000030517578,24.56999969482422,0
2026-03-04,21.149999618530273,24.8700008392334,20.399999618530273,24.389999389648438,0
2026-03-05,23.75,25.84000015258789,20.549999237060547,22.110000610351562,0
2026-03-06,29.489999771118164,29.93000030517578,22.920000076293945,23.200000762939453,0
2026-03-09,25.5,35.29999923706055,24.760000228881836,35.119998931884766,0
2026-03-10,24.93000030517578,26.010000228881836,22.190000534057617,24.389999389648438,0
2026-03-11,24.229999542236328,26.229999542236328,23.75,24.899999618530273,0
2026-03-12,27.290000915527344,27.329999923706055,24.600000381469727,25.479999542236328,0
2026-03-13,27.190000534057617,28.469999313354492,24.670000076293945,27.850000381469727,0
2026-03-16,23.510000228881836,26.420000076293945,23.229999542236328,25.8799991607666,0
2026-03-17,22.3700008392334,24.579999923706055,21.8700008392334,24.559999465942383,0
2026-03-18,25.09000015258789,25.1299991607666,21.469999313354492,21.510000228881836,0
2026-03-19,24.059999465942383,27.520000457763672,23.540000915527344,25.600000381469727,0
2026-03-20,26.780000686645508,29.280000686645508,23.68000030517578,24.459999084472656,0
2026-03-23,26.149999618530273,31.040000915527344,20.280000686645508,30.040000915527344,0
2026-03-24,26.950000762939453,27.940000534057617,25.639999389648438,25.90999984741211,0
2026-03-25,25.329999923706055,26.670000076293945,24.81999969482422,25.790000915527344,0
2026-03-26,27.440000534057617,28.489999771118164,26.1200008392334,26.489999771118164,0
2026-03-27,31.049999237060547,31.649999618530273,27.540000915527344,27.540000915527344,0
2026-03-30,30.610000610351562,31.520000457763672,29.329999923706055,30.790000915527344,0
2026-03-31,25.25,29.639999389648438,25.079999923706055,29.530000686645508,0
2026-04-01,24.540000915527344,25.350000381469727,23.5,24.299999237060547,0
2026-04-02,23.8700008392334,27.889999389648438,23.8700008392334,26.780000686645508,0
2026-04-06,24.170000076293945,25.299999237060547,23.780000686645508,24.93000030517578,0
2026-04-07,25.780000686645508,28.0,24.34000015258789,25.09000015258789,0
2026-04-08,21.040000915527344,22.170000076293945,19.90999984741211,20.969999313354492,0
2026-04-09,19.489999771118164,21.6299991607666,19.450000762939453,21.25,0
2026-04-10,19.229999542236328,20.280000686645508,18.829999923706055,19.709999084472656,0
2026-04-13,19.1200008392334,21.579999923706055,18.959999084472656,21.170000076293945,0
2026-04-14,18.360000610351562,18.760000228881836,17.889999389648438,18.729999542236328,0
2026-04-15,18.170000076293945,18.5,17.399999618530273,18.18000030517578,0
2026-04-16,17.940000534057617,19.09000015258789,17.760000228881836,18.040000915527344,0
2026-04-17,17.479999542236328,18.239999771118164,16.8700008392334,18.18000030517578,0
