티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금,기준일,데이터소스,비고
195870,해성디에스,1677575,1587491,-90084,104916828450,97937873000,-6978955450,,,
200880,서연이화,3344654,3141466,-203188,52897296225,49603561335,-3293734890,,,
204210,모두투어리츠,3020170,3105855,85685,8940333970,9227483330,287149360,,,
204320,HL만도,5030795,5106809,76014,303912239200,306974876900,3062637700,,,
207940,삼성바이오로직스,131959,192401,60442,227526103000,330082004000,102555901000,,,
210540,디와이파워,1113078,1056915,-56163,16344940605,15687679345,-657261260,,,
210980,SK디앤디,610852,681625,70773,7891638610,8851312785,959674175,,,
213500,한솔제지,1073214,949482,-123732,9335928305,8261476765,-1074451540,,,
214320,이노션,1077225,761306,-315919,21268493655,15035793845,-6232699810,,,
214330,금호에이치티,20321865,20276157,-45708,11159284694,11150989446,-8295248,,,
214390,경보제약,541512,427892,-113620,3224057320,2531228840,-692828480,,,
214420,토니모리,2854451,2903982,49531,26605254140,27004283525,399029385,,,
217590,티엠씨,5174219,5193338,19119,82394786645,82745835535,351048890,,,
226320,잇츠한불,204773,184876,-19897,2396556475,2160776545,-235779930,,,
227840,현대코퍼레이션홀딩스,333565,311646,-21919,4406216240,4118532435,-287683805,,,
229640,LS에코에너지,1907880,1504053,-403827,82145640350,64676004525,-17469635825,,,
234080,JW생명과학,657533,592779,-64754,8622963020,7748229745,-874733275,,,
241560,두산밥캣,2163341,1854626,-308715,137532406800,117732350250,-19800056550,,,
241590,화승엔터프라이즈,2405110,2474582,69472,13117440050,13518082690,400642640,,,
244920,에이플러스에셋,988688,984888,-3800,13388219970,13387591855,-628115,,,
248070,솔루엠,1965824,1530698,-435126,34633900590,26812557865,-7821342725,,,
248170,샘표식품,303414,281112,-22302,9063739100,8360745100,-702994000,,,
249420,일동제약,3461446,3424682,-36764,128974513250,127650866450,-1323646800,,,
251270,넷마블,1953119,1697392,-255727,109632919600,94316726700,-15316192900,,,
259960,크래프톤,471537,476607,5070,118469319250,118204077750,-265241500,,,
264900,크라운제과,208846,187558,-21288,1818546175,1629548530,-188997645,,,
26490K,크라운제과우,34052,35156,1104,314738255,325263780,10525525,,,
267250,HD현대,885441,525078,-360363,229214214000,134725583250,-94488630750,,,
267260,HD현대일렉트릭,999391,765660,-233731,947152868500,710892782000,-236260086500,,,
267270,HD건설기계,7287733,5911258,-1376475,962184215550,778299854700,-183884360850,,,
267290,경동도시가스,272082,236205,-35877,6144660550,5332669025,-811991525,,,
267850,아시아나IDT,158965,163872,4907,1731014155,1783489915,52475760,,,
268280,미원에스씨,19516,9904,-9612,2678961550,1334150050,-1344811500,,,
271560,오리온,799403,342649,-456754,103331062800,44726578550,-58604484250,,,
271940,일진하이솔루스,413100,488974,75874,5889065225,6951223470,1062158245,,,
271980,제일약품,2547256,2596650,49394,44631480200,45626369465,994889265,,,
272210,한화시스템,29379971,29516220,136249,3201637166750,3220017518600,18380351850,,,
272450,진에어,2889100,2472180,-416920,20587730245,17559090325,-3028639920,,,
272550,삼양패키징,216136,209025,-7111,2706592120,2618865980,-87726140,,,
278470,에이피알,5545320,4792776,-752544,1554343986000,1330145799000,-224198187000,,,
280360,롯데웰푸드,138077,67043,-71034,17394212450,8452729000,-8941483450,,,
281820,케이씨텍,1179854,1241613,61759,56032900575,58760073000,2727172425,,,
282330,BGF리테일,447692,124802,-322890,60108482150,16744417500,-43364064650,,,
282690,동아타이어,1484300,2287952,803652,14855246560,22392507010,7537260450,,,
284740,쿠쿠홈시스,177712,142154,-35558,4450171775,3555975400,-894196375,,,
285130,SK케미칼,232086,376726,144640,15113261750,24291339850,9178078100,,,
28513K,SK케미칼우,94667,96322,1655,2696656275,2738563375,41907100,,,
286940,롯데이노베이트,809167,740546,-68621,18936218325,17303820200,-1632398125,,,
293480,하나제약,743730,750551,6821,7939311690,7987724325,48412635,,,
293940,신한알파리츠,2099763,673338,-1426425,12292463260,3937217885,-8355245375,,,
294870,HDC현대산업개발,3045677,2567497,-478180,68276338160,57146662235,-11129675925,,,
298000,효성화학,5771165,5966767,195602,693915864300,714259665200,20343800900,,,
298020,효성티앤씨,224386,159794,-64592,88060012750,62680810500,-25379202250,,,
298040,효성중공업,403198,330508,-72690,977015890000,789246147500,-187769742500,,,
298050,HS효성첨단소재,218055,182244,-35811,55214109000,46121999250,-9092109750,,,
298690,에어부산,5281034,3583794,-1697240,10282447759,7002385411,-3280062348,,,
300720,한일시멘트,1014131,854836,-159295,18224691890,15297423595,-2927268295,,,
302440,SK바이오사이언스,1043123,1140132,97009,51876950100,56375382050,4498431950,,,
306200,세아제강,100178,97586,-2592,12936295000,12554732750,-381562250,,,
307950,현대오토에버,1406337,1473248,66911,613867108000,642209886000,28342778000,,,
308170,씨티알모빌리티,509709,489934,-19775,3435184990,3332902150,-102282840,,,
316140,우리금융지주,9709976,12165679,2455703,352433228325,449260638125,96827409800,,,
317400,자이에스앤디,1968152,1696948,-271204,9178502298,7876998522,-1301503776,,,
317450,명인제약,407366,424252,16886,25757893150,26835646900,1077753750,,,
323410,카카오뱅크,42227688,35641786,-6585902,1142980001425,966238547975,-176741453450,,,
326030,SK바이오팜,1328079,1899800,571721,150305686750,214057942650,63752255900,,,
329180,HD현대중공업,1038889,1216547,177658,592801216500,679603557500,86802341000,,,
330590,롯데리츠,1858734,407695,-1451039,8385699024,1844734965,-6540964059,,,
334890,이지스밸류플러스리츠,1922825,1371044,-551781,8106230042,5775685808,-2330544234,,,
336260,두산퓨얼셀,5466518,5037791,-428727,196495281775,180031626150,-16463655625,,,
33626K,두산퓨얼셀1우,341471,352423,10952,2469644720,2548368290,78723570,,,
33626L,두산퓨얼셀2우B,59206,59404,198,598906480,601378050,2471570,,,
336370,솔루스첨단소재,5187127,5175649,-11478,46411366620,46114328575,-297038045,,,
33637K,솔루스첨단소재1우,681482,754285,72803,1474984218,1627964781,152980563,,,
33637L,솔루스첨단소재2우B,273241,273153,-88,1048536506,1049723488,1186982,,,
338100,NH프라임리츠,647516,675854,28338,2910068096,3036869256,126801160,,,
339770,교촌에프앤비,2461231,2086040,-375191,11549654665,9845406589,-1704248076,,,
344820,KCC글라스,412595,493607,81012,11827765500,14099216400,2271450900,,,
348950,제이알글로벌리츠,12099105,14275430,2176325,26467676731,31065231879,4597555148,,,
350520,이지스레지던스리츠,575501,773523,198022,2203690130,2961210386,757520256,,,
352820,하이브,1906341,1699036,-207305,727720640250,644034439000,-83686201250,,,
353200,대덕전자,8515872,8581941,66069,520560948400,521227711800,666763400,,,
35320K,대덕전자1우,300249,254513,-45736,5005514970,4244647325,-760867645,,,
357120,코람코라이프인프라리츠,1062549,377707,-684842,4862327010,1728295795,-3134031215,,,
357250,미래에셋맵스리츠,471768,384480,-87288,1194352789,972481981,-221870808,,,
357430,마스턴프리미어리츠,297184,270322,-26862,471034902,428343943,-42690959,,,
361610,SK아이이테크놀로지,1132829,1207808,74979,29765178850,31429253000,1664074150,,,
363280,티와이홀딩스,1309305,1194267,-115038,3584559045,3247136480,-337422565,,,
36328K,티와이홀딩스우,49846,49954,108,216200190,216695795,495605,,,
365550,ESR켄달스퀘어리츠,1708617,921239,-787378,7534046950,4055218754,-3478828196,,,
372910,한컴라이프케어,2399531,2261356,-138175,6922054229,6525174186,-396880043,,,
373220,LG에너지솔루션,1337062,1677218,340156,535431016750,663786491500,128355474750,,,
375500,DL이앤씨,3847347,3405339,-442008,187596622125,166238703750,-21357918375,,,
37550K,DL이앤씨우,171145,147847,-23298,4149697625,3585334450,-564363175,,,
37550L,DL이앤씨2우(전환),37373,33353,-4020,1338014000,1201994350,-136019650,,,
377190,디앤디플랫폼리츠,833282,1421242,587960,2728112605,4638683968,1910571363,,,
377300,카카오페이,10482866,10240717,-242149,688563254950,672476195650,-16087059300,,,
377740,바이오노트,1329294,1434172,104878,7755059335,8367146145,612086810,,,
378850,화승알앤에이,1039261,781412,-257849,3750175770,2830453031,-919722739,,,
381970,케이카,600263,957285,357022,9052066335,14400931250,5348864915,,,
383220,F&F,631391,643797,12406,45669752300,46198563250,528810950,,,
383800,LX홀딩스,2492605,1700390,-792215,22352102875,15138659235,-7213443640,,,
38380K,LX홀딩스1우,45665,46352,687,406623795,412935355,6311560,,,
395400,SK리츠,1247442,747252,-500190,6950015240,4149423135,-2800592105,,,
396690,미래에셋글로벌리츠,699891,573888,-126003,1806806096,1483544592,-323261504,,,
400760,NH올원리츠,1249885,2040553,790668,4096144002,6665862257,2569718255,,,
402340,SK스퀘어,1942768,2095730,152962,1089969694250,1147272227750,57302533500,,,
403550,쏘카,92373,105150,12777,1103593420,1254227640,150634220,,,
404990,신한서부티엔디리츠,627411,281320,-346091,2503070734,1116984797,-1386085937,,,
415640,KB발해인프라,324817,452518,127701,3257170735,4529139430,1271968695,,,
417310,코람코더원리츠,900140,337265,-562875,8055975935,2978078760,-5077897175,,,
432320,KB스타리츠,1470710,1227937,-242773,4800852235,4001495590,-799356645,,,
439260,대한조선,3749862,3049600,-700262,304669919150,243382479200,-61287439950,,,
443060,HD현대마린솔루션,566986,819939,252953,98849565800,142076230850,43226665050,,,
446070,유니드비티플러스,871281,776122,-95159,2763421782,2456610831,-306810951,,,
448730,삼성FN리츠,656085,260861,-395224,3347072466,1329616835,-2017455631,,,
450080,에코프로머티,7769375,7649257,-120118,526539178250,515459493200,-11079685050,,,
451800,한화리츠,1210156,611395,-598761,5768424973,2925031522,-2843393451,,,
452260,한화갤러리아,308097593,306321912,-1775681,770481192227,767084744683,-3396447544,,,
45226K,한화갤러리아우,9495393,9503988,8595,104771328745,104969922380,198593635,,,
453340,현대그린푸드,509888,492305,-17583,8061613960,7731438085,-330175875,,,
454910,두산로보틱스,2511611,2583150,71539,264046578050,271526246350,7479668300,,,
456040,OCI,1041821,939819,-102002,84471143400,76437631950,-8033511450,,,
457190,이수스페셜티케미컬,5781658,5936419,154761,621480994350,635841360300,14360365950,,,
460850,동국씨엠,1159609,1097872,-61737,6498448505,6144782395,-353666110,,,
460860,동국제강,2025394,2079090,53696,17484637465,17827335190,342697725,,,
462520,조선내화,140385,138225,-2160,1979638500,1951255605,-28382895,,,
462870,시프트업,663472,697995,34523,22272599425,23360042475,1087443050,,,
465770,STX그린로지스,1601484,1620838,19354,10441426950,10615840225,174413275,,,
475560,더본코리아,271980,273777,1797,6544539075,6579214100,34675025,,,
480370,씨케이솔루션,2957192,3136189,178997,33644352285,35910133200,2265780915,,,
481850,신한글로벌액티브리츠,1138934,1137736,-1198,1468041569,1468445443,403874,,,
483650,달바글로벌,1658513,1271618,-386895,278484951250,214042108600,-64442842650,,,
484870,엠앤씨솔루션,216657,241407,24750,29169019550,31680945850,2511926300,,,
487570,HS효성,296335,267455,-28880,18851041150,16913489600,-1937551550,,,
489790,한화비전,15603517,16116310,512793,1043602404550,1065032074550,21429670000,,,
499790,GS피앤엘,1930670,1840961,-89709,114166976425,108595447175,-5571529250,,,
900140,엘브이엠씨홀딩스,8604195,8499780,-104415,12999574890,12858489686,-141085204,,,
950210,프레스티지바이오파마,1525018,1381123,-143895,17815762680,16059375180,-1756387500,,,
000660,SK하이닉스,0,0,0,0,0,362681000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
009150,삼성전기,0,0,0,0,0,142362000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
005930,삼성전자,0,0,0,0,0,96570000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
475150,SK이터닉스,0,0,0,0,0,91506000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
009830,한화솔루션,0,0,0,0,0,48987000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
064350,현대로템,0,0,0,0,0,45035000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
012450,한화에어로스페이스,0,0,0,0,0,43043000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
011930,신성이엔지,0,0,0,0,0,41705000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
322000,HD현대에너지솔루션,0,0,0,0,0,33489000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
112610,씨에스윈드,0,0,0,0,0,25134000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
010170,대한광통신,0,0,0,0,0,44584000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
196170,알테오젠,0,0,0,0,0,23541000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
050890,쏠리드,0,0,0,0,0,11427000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
131970,두산테스나,0,0,0,0,0,9451000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
018000,유니슨,0,0,0,0,0,7369000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
100790,미래에셋벤처투자,0,0,0,0,0,6389000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
263750,펄어비스,0,0,0,0,0,6179000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
475830,오름테라퓨틱,0,0,0,0,0,6082000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
064760,티씨케이,0,0,0,0,0,5714000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
237690,에스티팜,0,0,0,0,0,5648000000,20260403,네이버증권_외국인순매수상위,상위20종목만수집(주말자동수집불가)
