date,recession,inflation,unemployment,GDP_growth,interest_rate,stock_market,overall_sentiment
2025-06-29,0.3625335446877387,-0.0092996154208899,0.2178650664087158,0.3132518656703169,0.201664728142292,0.2368750840418749,0.2204817789216747
2025-07-06,-0.5602141764204,-0.2350122762354211,0.1062175672298385,0.2823569887395646,0.1301886201842881,0.1024295440779783,-0.0290056220706918
2025-07-13,0.6478489511881163,0.0280490881227595,-0.2306550839016696,0.1317717909366585,-0.3453940371469893,0.0193380603960876,0.0418264615991605
2025-07-20,0.0844460671761229,-0.4774921769675325,-0.1446017338424352,0.2233506293741221,0.2902986164315241,0.1116251087629682,0.0146044184891282
2025-07-27,-0.019266119534726,-0.1694072502986428,-0.0254051543876098,0.0943715041043842,0.1570336476767559,-0.2494485900557078,-0.0353536604159243
2025-08-03,-0.2165473829556221,-0.0474333054086466,0.0145418312177412,-0.297969214604195,-0.0335349769695897,0.0235695378371384,-0.0928955851471956
2025-08-10,0.2373199791392736,0.3299440439398595,-0.184022499575477,-0.4647665074897353,0.2482463532462271,0.3156580543966316,0.0803965706094632
2025-08-17,0.0604872179164151,0.1093290323618079,-0.1318180179767343,0.5733329208789324,-0.2225709033042569,-0.1456941754679518,0.0405110124013687
2025-08-24,-0.0594751444796096,-0.4323303220752453,0.0530696384635763,0.2703070875011468,0.0313073444482834,0.2797493182911387,0.023771320358215
2025-08-31,0.3334845955389931,-0.282616783731881,-0.9511522412642908,-0.2988831204389017,0.3177319404630345,0.3850695907887665,-0.0827276697740465
2025-09-07,0.013229914410474,0.2216610051514072,0.2756410028560095,0.150383871504651,0.0848521165059502,0.2390335454852321,0.1641335759856207
2025-09-14,0.1844611688208723,-0.1815425930102333,-0.1015890874935535,-0.1594968673964834,-0.0388097832308826,-0.0751882605874058,-0.0620275704829477
2025-09-21,0.0184225502106738,-0.2200074762841334,0.2903941902144697,-0.2225622678482034,-0.4271502879952283,-0.133188402925786,-0.1156819491047012
2025-09-28,0.0603029381350531,0.5184634199567599,0.4650337816268008,-0.1764133097945412,0.005530164000309,0.019711305569585,0.1487713832489944
2025-10-05,-0.0693845635903587,-0.1575726901647218,-0.1994055154729325,0.0304455977512497,0.0737008305002171,-0.3936530136058643,-0.1193115590970684
2025-10-12,-0.0531858589265204,-0.1234036120126911,0.610289319314405,-0.2455746569426874,-0.0955849365384458,0.59181354411621,0.1140589665017117
2025-10-19,0.3973722328956141,0.2010825867261218,0.0509654791305538,0.3176786957422263,0.0097339403760451,0.1337266030477412,0.185093256319717
2025-10-26,0.2054744953395526,-0.3189176224012812,-0.1492604156858012,0.353827776845672,0.8436991595626545,0.1593231430674079,0.1823577561213674
2025-11-02,-0.0763681174833482,0.4783327377072823,0.2044258641650717,-0.3515140036283136,0.0223319473255238,-0.0230484991130608,0.0423599881621925
2025-11-09,-0.045602953265762,0.1409732169716005,-0.0945596770931291,-0.352093744090915,-0.0908804478780619,-0.0819804602647518,-0.0873573442701699
2025-11-16,0.1104288275188132,-0.001680702954027,0.0540736320489007,0.4957706635671194,0.4977493666155648,0.2820859271997613,0.2397379523326887
2025-11-23,-0.3969842395172615,-0.0595332444766206,0.0904060282334077,-0.1174436766389109,-0.4398827253866157,0.1179359740939444,-0.1342503139486761
2025-11-30,0.3498886266096164,-0.0017871421866509,-0.0349104144840992,0.5064788791071346,0.0572273409164079,-0.0585903013430015,0.1363844981032345
2025-12-07,-0.4272698366952948,-0.1328866337607372,0.2140283067230003,0.4542007343262797,-0.4641977793232582,0.4525618310932782,0.016072770393878
2025-12-14,-0.0466636623155944,-0.2304638422486706,-0.6051190148076723,-0.2159766723271157,-0.12786777980376,-0.3335029428004893,-0.2599323190505504
2025-12-21,-0.1211390138399697,-0.1399762454458017,0.1297315108728187,0.0327403369257055,-0.0438229505557512,-0.2824342830669459,-0.0708167741849907
2025-12-28,0.2660326959654277,0.5002520597482949,0.2303115686533755,-0.280782404392846,0.1201471079757459,0.4959488253249222,0.22198497554582
2026-01-04,0.2843510061436108,0.0922537808488453,0.3412628919669015,0.2928332925353837,0.768820330612561,-0.5683299046547752,0.2018652329087545
2026-01-11,0.5349095663823581,-0.0778736316046825,-0.2557615235495979,0.39894584240126,-0.4086798601633768,0.7757513927235963,0.1612152976982595
2026-01-18,-0.9563099153307996,0.0838054614978759,0.3488477659626244,0.1305320165505033,-0.0134235602072122,-0.0870243275528899,-0.0822620931799829
2026-01-25,0.443672908176288,0.0986777710926603,0.0608388642811465,0.2265439217369606,0.0904344396873141,-0.5777304039549449,0.0570729168365708
2026-02-01,0.2700002657846322,-0.005499608826503,0.1304712815982996,-0.1728482226273443,0.5978064031365518,0.4777979586760803,0.2162880129569527
2026-02-08,0.0022896758007774,-0.33622883117183,0.5603863915209222,-0.4434751181265882,-0.1657526251298015,-0.7760492014597008,-0.1931382847610368
2026-02-15,-0.5354971618447755,-0.1145470449166104,0.3066355708363272,0.1452133055569534,0.7226955430020973,-0.3102254823012229,0.0357124550554615
